type_species,Species,Author,Subspecies,Order,Family,change,sp#
,Afroedura waterbergensis,"JACOBSEN, KUHN, JACKMAN & BAUER 2014",,Sauria,Gekkonidae,,10201
,Afroedura wulfhaackei,"BRANCH, SCHMITZ, LOBÓN-ROVIRA, BAPTISTA, ANTÓNIO & CONRADIE 2021",,Sauria,Gekkonidae,,23500
,Afrogecko ansorgii,(BOULENGER 1907),,Sauria,Gekkonidae,,10202
x,Afrogecko porphyreus,(DAUDIN 1802),,Sauria,Gekkonidae,,10203
x,Afronatrix anoscopus,(COPE 1861),,Serpentes,Colubridae,,10204
,Afrotyphlops angolensis,(BOCAGE 1866),,Serpentes,Typhlopidae,,10206
,Afrotyphlops anomalus,(BOCAGE 1873),,Serpentes,Typhlopidae,,10207
,Afrotyphlops bibronii,(SMITH 1846),,Serpentes,Typhlopidae,,10208
,Afrotyphlops blanfordii,(BOULENGER 1889),,Serpentes,Typhlopidae,,10209
,Afrotyphlops brevis,(SCORTECCI 1929),,Serpentes,Typhlopidae,,10210
,Afrotyphlops calabresii,(GANS & LAURENT 1965),,Serpentes,Typhlopidae,,16182
,Afrotyphlops chirioi,TRAPE 2019,,Serpentes,Typhlopidae,,21964
,Afrotyphlops congestus,(DUMÉRIL & BIBRON 1844),,Serpentes,Typhlopidae,,10211
,Afrotyphlops cuneirostris,(PETERS 1879),,Serpentes,Typhlopidae,,16184
,Afrotyphlops elegans,(PETERS 1868),,Serpentes,Typhlopidae,,10213
,Afrotyphlops fornasinii,(BIANCONI 1849),,Serpentes,Typhlopidae,,10214
,Afrotyphlops gierrai,(MOCQUARD 1897),,Serpentes,Typhlopidae,,10215
,Afrotyphlops kaimosae,(LOVERIDGE 1935),,Serpentes,Typhlopidae,,10216
,Afrotyphlops liberiensis,(HALLOWELL 1848),,Serpentes,Typhlopidae,,10217
,Afrotyphlops lineolatus,(JAN 1864),,Serpentes,Typhlopidae,,10218
,Afrotyphlops mucruso,(PETERS 1854),,Serpentes,Typhlopidae,,10220
,Afrotyphlops nanus,BROADLEY & WALLACH 2009,,Serpentes,Typhlopidae,,10221
,Afrotyphlops nigrocandidus,(BROADLEY & WALLACH 2000),,Serpentes,Typhlopidae,,10222
,Afrotyphlops obtusus,(PETERS 1865),,Serpentes,Typhlopidae,,10223
,Afrotyphlops platyrhynchus,(STERNFELD 1910),,Serpentes,Typhlopidae,,16190
x,Afrotyphlops punctatus,(LEACH 1819),,Serpentes,Typhlopidae,,10224
,Afrotyphlops rondoensis,(LOVERIDGE 1942),,Serpentes,Typhlopidae,,10225
,Afrotyphlops rouxestevae,TRAPE 2019,,Serpentes,Typhlopidae,,21967
,Afrotyphlops schlegelii,(BIANCONI 1849),"Afrotyphlops schlegelii schlegelii (BIANCONI 1849)
Afrotyphlops schlegelii petersii (BOCAGE 1873)",Serpentes,Typhlopidae,,10226
,Afrotyphlops schmidti,(LAURENT 1956),"Afrotyphlops schmidti schmidti (LAURENT 1956)
Afrotyphlops schmidti laurenti (LAURENT 1968)",Serpentes,Typhlopidae,,10227
,Afrotyphlops steinhausi,(WERNER 1909),,Serpentes,Typhlopidae,,10228
,Afrotyphlops tanganicanus,(LAURENT 1964),,Serpentes,Typhlopidae,,10229
,Afrotyphlops usambaricus,(LAURENT 1964),,Serpentes,Typhlopidae,,10230
,Agama aculeata,MERREM 1820,"Agama aculeata distanti (BOULENGER 1902)
Agama aculeata aculeata MERREM 1820",Sauria,Agamidae,,10231
,Agama africana,(HALLOWELL 1844),,Sauria,Agamidae,,10232
x,Agama agama,(LINNAEUS 1758),,Sauria,Agamidae,,10233
,Agama anchietae,BOCAGE 1896,,Sauria,Agamidae,,10234
,Agama armata,PETERS 1855,,Sauria,Agamidae,,10235
,Agama atra,DAUDIN 1802,,Sauria,Agamidae,,10236
,Agama bibronii,DUMÉRIL 1851,,Sauria,Agamidae,new name,10250
,Agama bocourti,ROCHEBRUNE 1884,,Sauria,Agamidae,,10237
,Agama boensis,MONARD 1940,,Sauria,Agamidae,,10238
,Agama bottegi,BOULENGER 1897,,Sauria,Agamidae,,10239
,Agama boueti,CHABANAUD 1917,,Sauria,Agamidae,,10240
,Agama boulengeri,LATASTE 1886,,Sauria,Agamidae,,10241
,Agama caudospinosa,MEEK 1910,"Agama caudospinosa caudospinosa MEEK 1910
Agama caudospinosa spawlsi WAGNER 2010",Sauria,Agamidae,,10242
,Agama cristata,MOCQUARD 1905,,Sauria,Agamidae,,10243
,Agama doriae,BOULENGER 1885,"Agama doriae benueensis (MONARD 1951)
Agama doriae doriae BOULENGER 1885",Sauria,Agamidae,,10244
,Agama etoshae,MCLACHLAN 1981,,Sauria,Agamidae,,10245
,Agama finchi,"BÖHME, WAGNER, MALONZA, LÖTTERS & KÖHLER 2005","Agama finchi finchi BÖHME et al. 2005
Agama finchi leucerythrolaema WAGNER et al. 2011",Sauria,Agamidae,,10246
,Agama gracilimembris,CHABANAUD 1918,,Sauria,Agamidae,,10247
,Agama hartmanni,PETERS 1869,,Sauria,Agamidae,,10248
,Agama hispida,(KAUP 1827),"Agama hispida makarikarika FITZSIMONS 1932
Agama hispida hispida (KAUP 1827)",Sauria,Agamidae,,10249
,Agama hulbertorum,WAGNER 2014,,Sauria,Agamidae,,20164
,Agama insularis,CHABANAUD 1918,,Sauria,Agamidae,,10251
,Agama kaimosae,LOVERIDGE 1935,,Sauria,Agamidae,,10252
,Agama kirkii,BOULENGER 1885,"Agama kirkii fitzsimonsi LOVERIDGE 1950
Agama kirkii kirkii BOULENGER 1885",Sauria,Agamidae,,10253
,Agama knobeli,BOULENGER & POWER 1921,,Sauria,Agamidae,,10254
,Agama lanzai,"WAGNER, LEACHÉ, MAZUCH & BÖHME 2013",,Sauria,Agamidae,,10255
,Agama lebretoni,"WAGNER, BAREJ & SCHMITZ 2009",,Sauria,Agamidae,,10256
,Agama lionotus,BOULENGER 1896,"Agama lionotus dodomae LOVERIDGE 1923
Agama lionotus elgonis LÖNNBERG 1922
Agama lionotus lionotus BOULENGER 1896
Agama lionotus ufipae LOVERIDGE 1932",Sauria,Agamidae,,10257
,Agama lucyae,WAGNER & BAUER 2011,,Sauria,Agamidae,,10258
,Agama montana,BARBOUR & LOVERIDGE 1928,,Sauria,Agamidae,,10259
,Agama mossambica,PETERS 1854,,Sauria,Agamidae,,10260
,Agama mucosoensis,HELLMICH 1957,,Sauria,Agamidae,,10261
,Agama mwanzae,LOVERIDGE 1923,,Sauria,Agamidae,,10262
,Agama parafricana,"TRAPE, MEDIANNIKOV & TRAPE 2012",,Sauria,Agamidae,,10263
,Agama paragama,GRANDISON 1968,,Sauria,Agamidae,,10264
,Agama persimilis,PARKER 1942,,Sauria,Agamidae,,10265
,Agama picticauda,(PETERS 1877),,Sauria,Agamidae,,21663
,Agama planiceps,PETERS 1862,,Sauria,Agamidae,,10266
,Agama robecchii,BOULENGER 1891,,Sauria,Agamidae,,10267
,Agama rueppelli,VAILLANT 1882,"Agama rueppelli rueppelli VAILLANT in REVOIL 1882
Agama rueppelli occidentalis PARKER 1932
Agama rueppelli septentrionalis PARKER 1932",Sauria,Agamidae,,10268
,Agama sankaranica,CHABANAUD 1918,,Sauria,Agamidae,,10269
,Agama somalica,"WAGNER, LEACHÉ, MAZUCH & BÖHME 2013",,Sauria,Agamidae,,10270
,Agama spinosa,GRAY 1831,,Sauria,Agamidae,,10271
,Agama tassiliensis,"GENIEZ, PADIAL & CROCHET 2011",,Sauria,Agamidae,,10273
,Agama turuensis,LOVERIDGE 1932,,Sauria,Agamidae,,10274
,Agama wachirai,"MALONZA, SPAWLS, FINCH & BAUER 2021",,Sauria,Agamidae,,23736
,Agama weidholzi,WETTSTEIN 1932,,Sauria,Agamidae,,10275
x,Agamodon anguliceps,PETERS 1882,"Agamodon anguliceps anguliceps PETERS 1882
Agamodon anguliceps immaculatus CALABRESI 1927",Amphisbaenia,Trogonophidae,,10276
,Agamodon arabicus,ANDERSON 1901,,Amphisbaenia,Trogonophidae,,10277
,Agamodon compressus,MOCQUARD 1888,,Amphisbaenia,Trogonophidae,,10278
,Agamura cruralis,(BLANFORD 1874),,Sauria,Gekkonidae,revalidated from synonymy,24344
,Agamura kermanensis,"HOSSEINIAN-YOUSEFKHANI, ALIABADIAN, RASTEGAR-POUYANI, DARVISH, SHAFIEI & SEHHATISABET 2018",,Sauria,Gekkonidae,,21611
x,Agamura persica,(DUMÉRIL 1856),,Sauria,Gekkonidae,,10279
,Agkistrodon bilineatus,GÜNTHER 1863,,Serpentes,Viperidae,,10280
,Agkistrodon conanti,GLOYD 1969,,Serpentes,Viperidae,,21217
x,Agkistrodon contortrix,(LINNAEUS 1766),,Serpentes,Viperidae,,10281
,Agkistrodon howardgloydi,CONANT 1984,,Serpentes,Viperidae,,10282
,Agkistrodon laticinctus,GLOYD & CONANT 1934,,Serpentes,Viperidae,,21218
,Agkistrodon piscivorus,(LACÉPÈDE 1789),,Serpentes,Viperidae,,10283
,Agkistrodon russeolus,GLOYD 1972,,Serpentes,Viperidae,,10284
,Agkistrodon taylori,BURGER & ROBERTSON 1951,,Serpentes,Viperidae,,10285
,Ahaetulla anomala,(ANNANDALE 1906),,Serpentes,Colubridae,,20998
,Ahaetulla borealis,"MALLIK, SRIKANTHAN, PAL, D’SOUZA, SHANKER & GANESH 2020",,Serpentes,Colubridae,,23288
,Ahaetulla dispar,(GÜNTHER 1864),,Serpentes,Colubridae,,10286
,Ahaetulla farnsworthi,"MALLIK, SRIKANTHAN, PAL, D’SOUZA, SHANKER & GANESH 2020",,Serpentes,Colubridae,,23285
,Ahaetulla fasciolata,(FISCHER 1885),,Serpentes,Colubridae,,10287
,Ahaetulla fronticincta,(GÜNTHER 1858),,Serpentes,Colubridae,,10288
,Ahaetulla isabellina,(WALL 1910),,Serpentes,Colubridae,,23304
,Ahaetulla laudankia,"DEEPAK, NARAYANAN, SARKAR, DUTTA & MOHAPATRA 2019",,Serpentes,Colubridae,,22076
,Ahaetulla malabarica,"MALLIK, SRIKANTHAN, PAL, D’SOUZA, SHANKER & GANESH 2020",,Serpentes,Colubridae,,23282
x,Ahaetulla mycterizans,(LINNAEUS 1758),,Serpentes,Colubridae,,10289
,Ahaetulla nasuta,(LACÉPÈDE 1789),,Serpentes,Colubridae,,10290
,Ahaetulla oxyrhyncha,(BELL 1825),,Serpentes,Colubridae,,23305
,Ahaetulla perroteti,"(DUMÉRIL, BIBRON  & DUMÉRIL 1854)",,Serpentes,Colubridae,,10291
,Ahaetulla prasina,(BOIE 1827),"Ahaetulla prasina prasina (BOIE 1827)
Ahaetulla prasina medioxima LAZELL 2002
Ahaetulla prasina preocularis (TAYLOR 1922)
Ahaetulla prasina suluensis GAULKE 1994",Serpentes,Colubridae,,10292
,Ahaetulla pulverulenta,"(DUMÉRIL, BIBRON  & DUMÉRIL 1854)",,Serpentes,Colubridae,,10293
,Ahaetulla rufusoculara,"LAM, THU, NGUYEN, MURPHY & NGUYEN 2021",,Serpentes,Colubridae,,23849
,Ahaetulla sahyadrensis,"MALLIK, SRIKANTHAN, PAL, D’SOUZA, SHANKER & GANESH 2020",,Serpentes,Colubridae,,23279
,Ahaetulla travancorica,"MALLIK, SRIKANTHAN, PAL, D’SOUZA, SHANKER & GANESH 2020",,Serpentes,Colubridae,,23291
x,Ailuronyx seychellensis,(DUMÉRIL & BIBRON 1836),,Sauria,Gekkonidae,,10294
,Ailuronyx tachyscopaeus,GERLACH & CANNING 1996,,Sauria,Gekkonidae,,10295
,Ailuronyx trachygaster,(DUMÉRIL 1851),,Sauria,Gekkonidae,,10296
,Aipysurus apraefrontalis,SMITH 1926,,Serpentes,Elapidae,,10297
,Aipysurus duboisii,BAVAY 1869,,Serpentes,Elapidae,,10298
,Aipysurus eydouxii,(GRAY 1849),,Serpentes,Elapidae,,10299
,Aipysurus foliosquama,SMITH 1926,,Serpentes,Elapidae,,10300
,Aipysurus fuscus,(TSCHUDI 1837),,Serpentes,Elapidae,,10301
x,Aipysurus laevis,LACÉPÈDE 1804,,Serpentes,Elapidae,,10302
,Aipysurus mosaicus,"SANDERS, RASMUSSEN, ELMBERG, MUMPUNI, GUINEA, BLIAS, LEE & FRY 2012",,Serpentes,Elapidae,,10303
,Aipysurus pooleorum,SMITH 1974,,Serpentes,Elapidae,,20283
,Aipysurus tenuis,LÖNNBERG & ANDERSSON 1913,,Serpentes,Elapidae,,10304
x,Aldabrachelys gigantea,(SCHWEIGGER 1812),"Aldabrachelys gigantea arnoldi (BOUR 1982)
Aldabrachelys gigantea daudinii (DUMÉRIL & BIBRON 1835)
Aldabrachelys gigantea gigantea (SCHWEIGGER 1812)
Aldabrachelys gigantea hololissa (GÜNTHER 1877)",Testudines,Testudinidae,,10306
x,Alexandresaurus camacan,"RODRIGUES, PELLEGRINO, DIXO, VERDADE, PAVAN, ARGOLO & SITES 2007",,Sauria,Gymnophthalmidae,,10308
,Algyroides fitzingeri,(WIEGMANN 1834),,Sauria,Lacertidae,,10309
,Algyroides marchi,VALVERDE 1958,,Sauria,Lacertidae,,10310
x,Algyroides moreoticus,BIBRON & BORY 1833,,Sauria,Lacertidae,,10311
,Algyroides nigropunctatus,(DUMÉRIL & BIBRON 1839),"Algyroides nigropunctatus kephallithacius KEYMAR 1986
Algyroides nigropunctatus nigropunctatus (DUMÉRIL & BIBRON 1839)",Sauria,Lacertidae,,10312
x,Alinea lanceolata,(COPE 1863),,Sauria,Scincidae,,10314
,Alinea luciae,(GARMAN 1887),,Sauria,Scincidae,,10315
x,Alligator mississippiensis,(DAUDIN 1801),,Crocodylia,Alligatoridae,,10317
,Alligator sinensis,FAUVEL 1879,,Crocodylia,Alligatoridae,,10318
x,Alluaudina bellyi,MOCQUARD 1894,,Serpentes,Pseudoxyrhophiidae,,10319
,Alluaudina mocquardi,ANGEL 1939,,Serpentes,Pseudoxyrhophiidae,,10320
,Alopoglossus amazonius,RUTHVEN 1924,,Sauria,Alopoglossidae,,22753
,Alopoglossus andeanus,RUIBAL 1952,,Sauria,Alopoglossidae,,22754
,Alopoglossus angulatus,(LINNAEUS 1758),,Sauria,Alopoglossidae,,10321
,Alopoglossus atriventris,DUELLMAN 1973,,Sauria,Alopoglossidae,,10322
,Alopoglossus avilapiresae,"RIBEIRO-JÚNIOR, CHOUERI, LOBOS, VENEGAS, TORRES-CARVAJAL & WERNECK 2020",,Sauria,Alopoglossidae,,22744
,Alopoglossus bicolor,(WERNER 1916),,Sauria,Alopoglossidae,,18015
,Alopoglossus bilineatus,(BOULENGER 1890),,Sauria,Alopoglossidae,,18016
,Alopoglossus brevifrontalis,(BOULENGER 1912),,Sauria,Alopoglossidae,,18017
,Alopoglossus buckleyi,(O’SHAUGHNESSY 1881),,Sauria,Alopoglossidae,,10323
,Alopoglossus carinicaudatus,(COPE 1876),,Sauria,Alopoglossidae,,22752
,Alopoglossus collii,"RIBEIRO-JÚNIOR, CHOUERI, LOBOS, VENEGAS, TORRES-CARVAJAL & WERNECK 2020",,Sauria,Alopoglossidae,,22747
x,Alopoglossus copii,BOULENGER 1885,,Sauria,Alopoglossidae,,10324
,Alopoglossus danieli,(HARRIS 1994),,Sauria,Alopoglossidae,,18018
,Alopoglossus embera,PELOSO & MORALES 2017,,Sauria,Alopoglossidae,,21147
,Alopoglossus eurylepis,(HARRIS & RUEDA 1985),,Sauria,Alopoglossidae,,18019
,Alopoglossus festae,(PERACCA 1896),,Sauria,Alopoglossidae,,18020
,Alopoglossus gansorum,"RIBEIRO-JÚNIOR, SÁNCHEZ-MARTÍNEZ, MORAES, COSTA DE OLIVEIRA, CARVALHO, CHOUERI, WERNECK & MEIRI 2021",,Sauria,Alopoglossidae,new species,24234
,Alopoglossus gorgonae,(HARRIS 1994),,Sauria,Alopoglossidae,,18021
,Alopoglossus grandisquamatus,(RUEDA 1985),,Sauria,Alopoglossidae,,18022
,Alopoglossus harrisi,"HERNÁNDEZ-MORALES, STURARO, SALES-NUNES, LOTZKAT & PELOSO 2020",,Sauria,Alopoglossidae,,10325
,Alopoglossus indigenorum,"RIBEIRO-JÚNIOR, SÁNCHEZ-MARTÍNEZ, MORAES, COSTA DE OLIVEIRA, CARVALHO, CHOUERI, WERNECK & MEIRI 2021",,Sauria,Alopoglossidae,new species,24237
,Alopoglossus kugleri,(ROUX 1927),,Sauria,Alopoglossidae,,18023
,Alopoglossus lehmanni,AYALA & HARRIS 1984,,Sauria,Alopoglossidae,,10326
,Alopoglossus meloi,RIBEIRO-JÚNIOR 2018,,Sauria,Alopoglossidae,,21466
,Alopoglossus myersi,(HARRIS 1994),,Sauria,Alopoglossidae,,18024
,Alopoglossus plicatus,TAYLOR 1949,,Sauria,Alopoglossidae,,18026
,Alopoglossus romaleos,(HARRIS 1994),,Sauria,Alopoglossidae,,18027
,Alopoglossus stenolepis,(BOULENGER 1908),,Sauria,Alopoglossidae,,18028
,Alopoglossus tapajosensis,"RIBEIRO-JÚNIOR, SÁNCHEZ-MARTÍNEZ, MORAES, COSTA DE OLIVEIRA, CARVALHO, CHOUERI, WERNECK & MEIRI 2021",,Sauria,Alopoglossidae,new species,24240
,Alopoglossus theodorusi,"RIBEIRO-JÚNIOR, MEIRI  & FOUQET 2020",,Sauria,Alopoglossidae,,23682
,Alopoglossus vallensis,(HARRIS 1994),,Sauria,Alopoglossidae,,18029
,Alopoglossus viridiceps,TORRES-CARVAJAL & LOBOS 2014,,Sauria,Alopoglossidae,,10327
x,Alpinoscincus alpinus,"(GREER, ALLISON & COGGER 2005)",,Sauria,Scincidae,,15881
,Alpinoscincus subalpinus,"(GREER, ALLISON & COGGER 2005)",,Sauria,Scincidae,,15886
,Alsophis antiguae,PARKER 1933,,Serpentes,Colubridae,,10328
x,Alsophis antillensis,(SCHLEGEL 1837),,Serpentes,Colubridae,,10329
,Alsophis danforthi,COCHRAN 1938,,Serpentes,Colubridae,,10330
,Alsophis manselli,PARKER 1933,,Serpentes,Colubridae,,10331
,Alsophis rijgersmaei,COPE 1869,,Serpentes,Colubridae,,10332
,Alsophis rufiventris,"(DUMÉRIL, BIBRON  & DUMÉRIL 1854)",,Serpentes,Colubridae,,10333
,Alsophis sanctonum,BARBOUR 1915,,Serpentes,Colubridae,,10335
,Alsophis sibonius,COPE 1879,,Serpentes,Colubridae,,10336
,Alsophylax laevis,NIKOLSKY 1907,,Sauria,Gekkonidae,,10337
,Alsophylax loricatus,STRAUCH 1887,,Sauria,Gekkonidae,,10338
x,Alsophylax pipiens,(PALLAS 1827),,Sauria,Gekkonidae,,10339
,Alsophylax przewalskii,STRAUCH 1887,,Sauria,Gekkonidae,,10340
,Alsophylax szczerbaki,GOLUBEV & SATTAROV 1979,,Sauria,Gekkonidae,,10341
,Alsophylax tadjikiensis,GOLUBEV 1979,,Sauria,Gekkonidae,,10342
,Altiphylax baturensis,(KHAN & BAIG 1992),,Sauria,Gekkonidae,,10343
,Altiphylax levitoni,(GOLUBEV & SZCZERBAK 1979),,Sauria,Gekkonidae,,10344
,Altiphylax mintoni,(GOLUBEV & SZCZERBAK 1981),,Sauria,Gekkonidae,,10345
,Altiphylax stoliczkai,(STEINDACHNER 1867),,Sauria,Gekkonidae,,10346
x,Altiphylax tokobajevi,(EREMCHENKO & SZCZERBAK 1984),,Sauria,Gekkonidae,,10347
,Amalosia jacovae,"(COUPER, KEIM & HOSKIN 2007)",,Sauria,Diplodactylidae,,10349
x,Amalosia lesueurii,(DUMÉRIL & BIBRON 1836),,Sauria,Diplodactylidae,,10350
,Amalosia obscura,(KING 1985),,Sauria,Diplodactylidae,,10351
,Amalosia rhombifer,(GRAY 1845),,Sauria,Diplodactylidae,,10352
x,Amapasaurus tetradactylus,CUNHA 1970,,Sauria,Gymnophthalmidae,,10353
,Amastridium sapperi,(WERNER 1903),,Serpentes,Colubridae,,10354
x,Amastridium veliferum,COPE 1861,,Serpentes,Colubridae,,10355
,Amblyodipsas concolor,(SMITH 1849),,Serpentes,Atractaspididae,,10356
,Amblyodipsas dimidiata,(GÜNTHER 1888),,Serpentes,Atractaspididae,,10357
,Amblyodipsas katangensis,DE WITTE & LAURENT 1942,"Amblyodipsas katangensis katangensis WITTE & LAURENT 1942
Amblyodipsas katangensis ionidesi LOVERIDGE 1951",Serpentes,Atractaspididae,,10358
x,Amblyodipsas microphthalma,(BIANCONI 1852),"Amblyodipsas microphthalma microphthalma (BIANCONI 1852)
Amblyodipsas microphthalma nigra JACOBSEN 1986",Serpentes,Atractaspididae,,10359
,Amblyodipsas polylepis,(BOCAGE 1873),"Amblyodipsas polylepis polylepis (BOCAGE 1873)
Amblyodipsas polylepis hildebrandtii (PETERS 1877)",Serpentes,Atractaspididae,,10360
,Amblyodipsas rodhaini,(DE WITTE 1930),,Serpentes,Atractaspididae,,10361
,Amblyodipsas teitana,BROADLEY 1971,,Serpentes,Atractaspididae,,10362
,Amblyodipsas unicolor,(REINHARDT 1843),,Serpentes,Atractaspididae,,10363
,Amblyodipsas ventrimaculata,(ROUX 1907),,Serpentes,Atractaspididae,,10364
x,Amblyrhynchus cristatus,BELL 1825,"Amblyrhynchus cristatus cristatus BELL 1825
Amblyrhynchus cristatus godzilla MIRALLES, MACLEOD, RODRI?GUEZ, IBA?N?EZ, JIME?NEZ-UZCATEGUI, QUEZADA, VENCES & STEINFARTZ 2017
Amblyrhynchus cristatus hassi EIBL-EIBESFELDT 1962
Amblyrhynchus cristatus hayampi MIRALLES, MACLEOD, RODRI?GUEZ, IBA?N?EZ, JIME?NEZ-UZCATEGUI, QUEZADA, VENCES & STEINFARTZ 2017
Amblyrhynchus cristatus jeffreysi MIRALLES, MACLEOD, RODRI?GUEZ, IBA?N?EZ, JIME?NEZ-UZCATEGUI, QUEZADA, VENCES & STEINFARTZ 2017
Amblyrhynchus cristatus mertensi EIBL-EIBESFELDT 1962
Amblyrhynchus cristatus nanus GARMAN 1892
Amblyrhynchus cristatus sielmanni EIBL-EIBESFELDT 1962
Amblyrhynchus cristatus trillmichi MIRALLES, MACLEOD, RODRI?GUEZ, IBA?N?EZ, JIME?NEZ-UZCATEGUI, QUEZADA, VENCES & STEINFARTZ 2017
Amblyrhynchus cristatus venustissimus EIBL-EIBESFELDT 1956
Amblyrhynchus cristatus wikelskii MIRALLES, MACLEOD, RODRI?GUEZ, IBA?N?EZ, JIME?NEZ-UZCATEGUI, QUEZADA, VENCES & STEINFARTZ 2017",Sauria,Iguanidae,,10365
,Ameiva aggerecusans,"KOCH, VENEGAS, RÖDDER, FLECKS & BÖHME 2013",,Sauria,Teiidae,,10366
x,Ameiva ameiva,(LINNAEUS 1758),,Sauria,Teiidae,,10367
,Ameiva atrigularis,GARMAN 1887,,Sauria,Teiidae,,10369
,Ameiva bifrontata,COPE 1862,"Ameiva bifrontata bifrontata COPE 1862
Ameiva bifrontata divisa (FISCHER 1879)
Ameiva bifrontata insulana RUTHVEN 1924",Sauria,Teiidae,,10371
,Ameiva concolor,RUTHVEN 1924,,Sauria,Teiidae,,10374
,Ameiva fuliginosa,(COPE 1892),,Sauria,Teiidae,,20129
,Ameiva jacuba,"GIUGLIANO, NOGUEIRA, VALDUJO, COLLEVATTI & COLLI 2013",,Sauria,Teiidae,,10382
,Ameiva nodam,"KOCH, VENEGAS, RÖDDER, FLECKS & BÖHME 2013",,Sauria,Teiidae,,10386
,Ameiva pantherina,UGUETO & HARVEY 2011,,Sauria,Teiidae,,10387
,Ameiva parecis,"(COLLI, COSTA, GARDA, KOPP, MESQUITA, PÉRES, VALDUJO, VIEIRA & WIEDERHECKER 2003)",,Sauria,Teiidae,,10388
,Ameiva praesignis,(BAIRD & GIRARD 1852),,Sauria,Teiidae,,10392
,Ameiva provitaae,GARCIA-PEREZ 1995,,Sauria,Teiidae,,10393
,Ameiva reticulata,"LANDAURO, GARCÍA-BRAVO & VENEGAS 2015",,Sauria,Teiidae,,20246
,Ameiva tobagana,COPE 1879,,Sauria,Teiidae,,22050
,Ameivula abalosi,(CABRERA 2012),,Sauria,Teiidae,,10397
,Ameivula apipensis,"ARIAS, RECODER, ÁLVAREZ, ETHCEPARE, QUIPILDOR, LOBO & RODRIGUES 2018",,Sauria,Teiidae,,21272
,Ameivula cipoensis,"ARIAS, CARVALHO, ZAHER & RODRIGUES 2014",,Sauria,Teiidae,,10398
,Ameivula confusioniba,"(ARIAS, DE CARVALHO, RODRIGUES & ZAHER 2011)",,Sauria,Teiidae,,10399
,Ameivula jalapensis,"(COLLI, GIUGLIANO, MESQUITA & FRANCA 2009)",,Sauria,Teiidae,,10401
,Ameivula mumbuca,"(COLLI, CALDWELL, COSTA,  GAINSBURY, GARDA, MESQUITA,  FILHO, SOARES, SILVA, VALDUJO, VIEIRA, VITT, WERNECK, WIEDERHECKER & ZATZ 2003)",,Sauria,Teiidae,,10403
,Ameivula nativo,"(ROCHA, BERGALLO & PECCININI-SEALE 1997)",,Sauria,Teiidae,,10404
,Ameivula nigrigula,"(ARIAS, DE CARVALHO, RODRIGUES & ZAHER 2011)",,Sauria,Teiidae,,10405
x,Ameivula ocellifera,(SPIX 1825),,Sauria,Teiidae,,10406
,Ameivula pyrrhogularis,(BASTO DA SILVA & ÁVILA-PIRES 2013),,Sauria,Teiidae,,10407
,Ameivula xacriaba,"ARIAS, TEXEIRA Jr., RECODER, CARVALHO, ZAHER & RODRIGUES 2014",,Sauria,Teiidae,,10409
,Amerotyphlops amoipira,(RODRIGUES & JUNCÁ 2002),,Serpentes,Typhlopidae,,10410
,Amerotyphlops arenensis,"GRABOSKI, PEREIRA-FILHO,  SILVA, COSTA PRUDENTE & ZAHER 2015",,Serpentes,Typhlopidae,,20142
x,Amerotyphlops brongersmianus,(VANZOLINI 1976),,Serpentes,Typhlopidae,,10411
,Amerotyphlops costaricensis,(JIMENEZ & SAVAGE 1963),,Serpentes,Typhlopidae,,10412
,Amerotyphlops lehneri,(ROUX 1926),,Serpentes,Typhlopidae,,10413
,Amerotyphlops microstomus,(COPE 1866),,Serpentes,Typhlopidae,,10414
,Amerotyphlops minuisquamus,(DIXON & HENDRICKS 1979),,Serpentes,Typhlopidae,,10415
,Amerotyphlops paucisquamus,(DIXON & HENDRICKS 1979),,Serpentes,Typhlopidae,,10416
,Amerotyphlops reticulatus,(LINNAEUS 1758),,Serpentes,Typhlopidae,,10417
,Amerotyphlops stadelmani,(SCHMIDT 1936),,Serpentes,Typhlopidae,,10418
,Amerotyphlops tasymicris,(THOMAS 1974),,Serpentes,Typhlopidae,,10419
,Amerotyphlops tenuis,(SALVIN 1860),,Serpentes,Typhlopidae,,10420
,Amerotyphlops trinitatus,(RICHMOND 1965),,Serpentes,Typhlopidae,,10421
,Amerotyphlops tycherus,"(TOWNSEND, WILSON, KETZLER & LUQUE-MONTES 2008)",,Serpentes,Typhlopidae,,10422
,Amerotyphlops yonenagae,(RODRIGUES 1991),,Serpentes,Typhlopidae,,10423
x,Amnesteophis melanauchen,(JAN 1863),,Serpentes,Colubridae,,10424
,Amphibolurus burnsi,(WELLS & WELLINGTON 1985),,Sauria,Agamidae,,15888
,Amphibolurus centralis,(LOVERIDGE 1933),,Sauria,Agamidae,,20306
x,Amphibolurus muricatus,(WHITE 1790),,Sauria,Agamidae,,10425
,Amphibolurus norrisi,WITTEN & COVENTRY 1984,,Sauria,Agamidae,,10426
x,Amphiesma stolatum,(LINNAEUS 1758),,Serpentes,Colubridae,,10427
x,Amphiesmoides ornaticeps,(WERNER 1924),,Serpentes,Colubridae,,10428
x,Amphiglossus astrolabi,DUMÉRIL & BIBRON 1839,,Sauria,Scincidae,,10433
,Amphiglossus reticulatus,(KAUDERN 1922),,Sauria,Scincidae,,10447
,Amphisbaena absaberi,(STRUSSMAN & CARVALHO 2001),,Amphisbaenia,Amphisbaenidae,,10454
