"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","PelagicSpecialist"
"Sporophila torqueola","bird","Passeriformes","Thraupidae",7,"npp.sd",-0.0717798898024008,-0.0719035507484511,0.25,0
"Stachyris nigriceps","bird","Passeriformes","Sylviidae",6,"npp.sd",0.858915162418315,1.28919347806332,0.333333333333333,0
"Steganopus tricolor","bird","Charadriiformes","Scolopacidae",18,"npp.sd",-0.191167220160187,-0.193548383395454,0.0666666666666667,0
"Stelgidopteryx ruficollis","bird","Passeriformes","Hirundinidae",7,"npp.sd",0.60297739605602,0.69781241776581,0.25,0
"Stelgidopteryx serripennis","bird","Passeriformes","Hirundinidae",15,"npp.sd",-0.279479971112357,-0.287117894073002,0.0833333333333333,0
"Stellula calliope","bird","Apodiformes","Trochilidae",9,"npp.sd",0.143047728095999,0.144035597400582,0.166666666666667,0
"Sterna forsteri","bird","Charadriiformes","Laridae",5,"npp.sd",0.12930125943106,0.130029163292591,0.5,0
"Sterna hirundo","bird","Charadriiformes","Laridae",11,"npp.sd",0.713240514218796,0.893749028976369,0.125,0
"Stiphrornis erythrothorax","bird","Passeriformes","Muscicapidae",5,"npp.sd",-0.429042786463309,-0.458722922342613,0.5,0
"Streptopelia capicola","bird","Columbiformes","Columbidae",14,"npp.sd",0.209435223327031,0.212580587413481,0.0909090909090909,0
"Streptopelia decaocto","bird","Columbiformes","Columbidae",23,"npp.sd",-0.220127576105095,-0.223790177820418,0.05,0
"Streptopelia decipiens","bird","Columbiformes","Columbidae",6,"npp.sd",-0.228475927627206,-0.23258086174157,0.333333333333333,0
"Streptopelia orientalis","bird","Columbiformes","Columbidae",7,"npp.sd",0.665815175725368,0.803187835807198,0.25,0
"Streptopelia semitorquata","bird","Columbiformes","Columbidae",9,"npp.sd",0.405708066742978,0.430462874077911,0.166666666666667,0
"Streptopelia senegalensis","bird","Columbiformes","Columbidae",25,"npp.sd",0.0155839426097382,0.0155852043618946,0.0454545454545455,NA
"Strix nebulosa","bird","Strigiformes","Strigidae",19,"npp.sd",-0.0304359663236332,-0.0304453696499498,0.0625,0
"Strix varia","bird","Strigiformes","Strigidae",79,"npp.sd",0.000207609669031515,0.000207609672014332,0.0131578947368421,0
"Sturnella magna","bird","Passeriformes","Icteridae",25,"npp.sd",0.0706436100313953,0.0707614792782076,0.0454545454545455,0
"Sturnella neglecta","bird","Passeriformes","Icteridae",51,"npp.sd",-0.197914881833049,-0.200561495657881,0.0208333333333333,0
"Sturnus vulgaris","bird","Passeriformes","Sturnidae",106,"npp.sd",0.167523275626372,0.169117331443807,0.00970873786407767,0
"Sublegatus modestus","bird","Passeriformes","Tyrannidae",9,"npp.sd",-0.496041622310744,-0.544042149918189,0.166666666666667,0
"Suiriri suiriri","bird","Passeriformes","Tyrannidae",5,"npp.sd",-0.959742158379407,-1.94263169198135,0.5,0
"Surnia ulula","bird","Strigiformes","Strigidae",5,"npp.sd",-0.1,-0.100335347731076,0.5,0
"Sylvia atricapilla","bird","Passeriformes","Sylviidae",16,"npp.sd",0.405953147999569,0.430756278619746,0.0769230769230769,0
"Sylvia borin","bird","Passeriformes","Sylviidae",11,"npp.sd",-0.220162883312361,-0.223827283305005,0.125,0
"Sylvia cantillans","bird","Passeriformes","Sylviidae",6,"npp.sd",-0.324336022018973,-0.336485309447232,0.333333333333333,0
"Sylvia communis","bird","Passeriformes","Sylviidae",15,"npp.sd",0.169421026608526,0.171070520174074,0.0833333333333333,0
"Sylvia curruca","bird","Passeriformes","Sylviidae",12,"npp.sd",-0.176860261138082,-0.178739698642786,0.111111111111111,0
"Sylvia melanocephala","bird","Passeriformes","Sylviidae",6,"npp.sd",-0.402282490142218,-0.426369143665265,0.333333333333333,0
"Sylvia subcaerulea","bird","Passeriformes","Sylviidae",7,"npp.sd",-0.0736636982235282,-0.0737973751548866,0.25,0
"Sylvietta rufescens","bird","Passeriformes","Macrosphenidae",8,"npp.sd",-0.725292466470425,-0.91872242178913,0.2,0
"Sylvietta whytii","bird","Passeriformes","Macrosphenidae",6,"npp.sd",-0.191114085483489,-0.1934932338437,0.333333333333333,0
"Syma torotoro","bird","Coraciiformes","Alcedinidae",5,"npp.sd",-0.9,-1.47221948958322,0.5,0
"Synallaxis albescens","bird","Passeriformes","Furnariidae",8,"npp.sd",0.107546627551196,0.107964167062602,0.2,0
"Synallaxis azarae","bird","Passeriformes","Furnariidae",18,"npp.sd",0.540902945615672,0.60543110836858,0.0666666666666667,0
"Synallaxis unirufa","bird","Passeriformes","Furnariidae",8,"npp.sd",0.396792569670417,0.419836365365223,0.2,0
"Syndactyla rufosuperciliata","bird","Passeriformes","Furnariidae",22,"npp.sd",-0.250466011624418,-0.255909952769573,0.0526315789473684,0
"Syndactyla subalaris","bird","Passeriformes","Furnariidae",6,"npp.sd",0.282878049406317,0.290807699162922,0.333333333333333,0
"Syrigma sibilatrix","bird","Pelecaniformes","Ardeidae",6,"npp.sd",-0.24296266836488,-0.247920245052297,0.333333333333333,0
"Systellura longirostris","bird","Caprimulgiformes","Caprimulgidae",9,"npp.sd",0.658377135667366,0.789943690655476,0.166666666666667,NA
"Tachycineta bicolor","bird","Passeriformes","Hirundinidae",40,"npp.sd",0.104516003473673,0.104899080872183,0.027027027027027,0
"Tachycineta thalassina","bird","Passeriformes","Hirundinidae",26,"npp.sd",-0.00296395500481615,-0.0029639636843391,0.0434782608695652,0
"Tachyphonus coronatus","bird","Passeriformes","Thraupidae",8,"npp.sd",0.494494998710869,0.541992851548324,0.2,0
"Tachyphonus cristatus","bird","Passeriformes","Thraupidae",5,"npp.sd",0.153896752812773,0.155129290173418,0.5,0
"Tachyphonus luctuosus","bird","Passeriformes","Thraupidae",5,"npp.sd",0.5,0.549306144334055,0.5,0
"Tachyphonus phoenicius","bird","Passeriformes","Thraupidae",9,"npp.sd",0.246795153625084,0.25199721484634,0.166666666666667,0
"Tachyphonus rufus","bird","Passeriformes","Thraupidae",7,"npp.sd",0.213370341761958,0.216699804658712,0.25,0
"Tachyphonus surinamus","bird","Passeriformes","Thraupidae",14,"npp.sd",-0.0823566905249154,-0.0825436501310809,0.0909090909090909,0
"Tangara cayana","bird","Passeriformes","Thraupidae",11,"npp.sd",0.179448598317449,0.181412881668526,0.125,0
"Tangara chilensis","bird","Passeriformes","Thraupidae",9,"npp.sd",-0.835538454275433,-1.2062081873657,0.166666666666667,0
"Tangara cyanicollis","bird","Passeriformes","Thraupidae",12,"npp.sd",-0.524189573766689,-0.582099305029225,0.111111111111111,0
"Tangara gyrola","bird","Passeriformes","Thraupidae",6,"npp.sd",-0.768348507082472,-1.0162836433044,0.333333333333333,0
"Tangara nigroviridis","bird","Passeriformes","Thraupidae",6,"npp.sd",-0.10674765751945,-0.107155917872833,0.333333333333333,0
"Tangara parzudakii","bird","Passeriformes","Thraupidae",7,"npp.sd",-0.415709905007326,-0.442494393212032,0.25,0
"Tangara punctata","bird","Passeriformes","Thraupidae",10,"npp.sd",-0.462408670357974,-0.500370734178366,0.142857142857143,0
"Tangara vassorii","bird","Passeriformes","Thraupidae",10,"npp.sd",-0.0840963887596317,-0.0842954831663414,0.142857142857143,0
"Tangara viridicollis","bird","Passeriformes","Thraupidae",6,"npp.sd",-0.143164038393683,-0.144154339451766,0.333333333333333,0
"Tangara xanthocephala","bird","Passeriformes","Thraupidae",9,"npp.sd",0.404697322044054,0.429253575381071,0.166666666666667,0
"Tapera naevia","bird","Cuculiformes","Cuculidae",5,"npp.sd",0.488101578451127,0.533565134103514,0.5,0
"Taraba major","bird","Passeriformes","Thamnophilidae",9,"npp.sd",-0.159283992174368,-0.160651963185562,0.166666666666667,0
"Tarsiger cyanurus","bird","Passeriformes","Muscicapidae",10,"npp.sd",0.639845250730476,0.757911679443111,0.142857142857143,0
"Tchagra australis","bird","Passeriformes","Malaconotidae",15,"npp.sd",-0.156362736616127,-0.157656083259769,0.0833333333333333,0
"Tchagra senegalus","bird","Passeriformes","Malaconotidae",6,"npp.sd",-0.69382816496348,-0.855299967935674,0.333333333333333,0
"Telophorus sulfureopectus","bird","Passeriformes","Malaconotidae",11,"npp.sd",0.240940056517215,0.245771865137762,0.125,0
"Terenotriccus erythrurus","bird","Passeriformes","Tyrannidae",9,"npp.sd",-0.111288869243971,-0.111751759367845,0.166666666666667,0
"Terpsiphone cinnamomea","bird","Passeriformes","Monarchidae",9,"npp.sd",-0.205635345053629,-0.208609672652325,0.166666666666667,0
"Terpsiphone rufiventer","bird","Passeriformes","Monarchidae",9,"npp.sd",0.58200389818519,0.665487752865951,0.166666666666667,0
"Terpsiphone viridis","bird","Passeriformes","Monarchidae",22,"npp.sd",0.117668259820177,0.118215887640989,0.0526315789473684,0
"Thalurania furcata","bird","Apodiformes","Trochilidae",29,"npp.sd",0.1048523379974,0.105239142053435,0.0384615384615385,0
"Thamnomanes ardesiacus","bird","Passeriformes","Thamnophilidae",12,"npp.sd",0.247575831041429,0.252828696393556,0.111111111111111,0
"Thamnomanes caesius","bird","Passeriformes","Thamnophilidae",12,"npp.sd",0.243968033571694,0.248988958781129,0.111111111111111,0
"Thamnophilus amazonicus","bird","Passeriformes","Thamnophilidae",6,"npp.sd",0.412967321412591,0.439183383267671,0.333333333333333,0
"Thamnophilus caerulescens","bird","Passeriformes","Thamnophilidae",22,"npp.sd",0.329039130276496,0.341750341382706,0.0526315789473684,0
"Thamnophilus doliatus","bird","Passeriformes","Thamnophilidae",12,"npp.sd",0.492624492862999,0.53951993970109,0.111111111111111,0
"Thamnophilus murinus","bird","Passeriformes","Thamnophilidae",11,"npp.sd",0.329405836416592,0.342161625571437,0.125,0
"Thamnophilus punctatus","bird","Passeriformes","Thamnophilidae",7,"npp.sd",0.555642207521264,0.626506828855187,0.25,0
"Thamnophilus ruficapillus","bird","Passeriformes","Thamnophilidae",8,"npp.sd",-0.716537775478493,-0.90049287623669,0.2,0
"Thamnophilus schistaceus","bird","Passeriformes","Thamnophilidae",8,"npp.sd",-0.287549908656072,-0.295893266669255,0.2,0
"Thinocorus orbignyianus","bird","Charadriiformes","Thinocoridae",5,"npp.sd",0.53795507495228,0.601273406438853,0.5,0
"Thlypopsis ornata","bird","Passeriformes","Thraupidae",8,"npp.sd",-0.174732978677307,-0.176544576193175,0.2,0
"Thlypopsis ruficeps","bird","Passeriformes","Thraupidae",9,"npp.sd",-0.484156373659512,-0.52839906071846,0.166666666666667,0
"Thraupis cyanocephala","bird","Passeriformes","Thraupidae",12,"npp.sd",0.57325524987232,0.652358049874056,0.111111111111111,0
"Thraupis episcopus","bird","Passeriformes","Thraupidae",19,"npp.sd",0.100286862586927,0.100625116324341,0.0625,0
"Thraupis palmarum","bird","Passeriformes","Thraupidae",11,"npp.sd",0.539518010322299,0.603475460770843,0.125,0
"Thraupis sayaca","bird","Passeriformes","Thraupidae",8,"npp.sd",-0.167658426179002,-0.169256387624987,0.2,0
"Threnetes leucurus","bird","Apodiformes","Trochilidae",13,"npp.sd",0.707983996567174,0.883130198784998,0.1,0
"Thryomanes bewickii","bird","Passeriformes","Troglodytidae",45,"npp.sd",0.116128880482178,0.11665518048412,0.0238095238095238,0
"Thryophilus pleurostictus","bird","Passeriformes","Troglodytidae",5,"npp.sd",0.482758620689655,0.526574957295676,0.5,NA
"Thryophilus rufalbus","bird","Passeriformes","Troglodytidae",6,"npp.sd",0.381326712745284,0.401611188180324,0.333333333333333,NA
"Thryothorus ludovicianus","bird","Passeriformes","Troglodytidae",41,"npp.sd",0.453128881588703,0.488630600324246,0.0263157894736842,0
"Tiaris obscurus","bird","Passeriformes","Thraupidae",8,"npp.sd",0.444061380339358,0.477278466923467,0.2,0
"Tinamus major","bird","Tinamiformes","Tinamidae",5,"npp.sd",-0.5,-0.549306144334055,0.5,0
"Tityra cayana","bird","Passeriformes","Tityridae",6,"npp.sd",0.428571428571429,0.458145365937078,0.333333333333333,0
"Tockus flavirostris","bird","Bucerotiformes","Bucerotidae",5,"npp.sd",-0.568178347728021,-0.644828637788645,0.5,0
"Todiramphus chloris","bird","Coraciiformes","Alcedinidae",15,"npp.sd",0.266188749518625,0.272757419612755,0.0833333333333333,0
"Todiramphus sanctus","bird","Coraciiformes","Alcedinidae",5,"npp.sd",-0.7,-0.867300527694053,0.5,0
"Todirostrum cinereum","bird","Passeriformes","Tyrannidae",7,"npp.sd",0.0928261397574739,0.0930941448103872,0.25,0
"Todus subulatus","bird","Coraciiformes","Todidae",8,"npp.sd",0.706385213785333,0.879931922364593,0.2,0
"Tolmomyias flaviventris","bird","Passeriformes","Tyrannidae",9,"npp.sd",0.65885207853731,0.790782476341007,0.166666666666667,0
"Tolmomyias poliocephalus","bird","Passeriformes","Tyrannidae",6,"npp.sd",-0.518530716862493,-0.574328038804666,0.333333333333333,0
"Tolmomyias sulphurescens","bird","Passeriformes","Tyrannidae",20,"npp.sd",0.453966255112876,0.489684835926716,0.0588235294117647,0
"Toxorhamphus novaeguineae","bird","Passeriformes","Melanocharitidae",10,"npp.sd",-0.330527932464037,-0.343420820638445,0.142857142857143,0
"Toxorhamphus poliopterus","bird","Passeriformes","Melanocharitidae",18,"npp.sd",0.154002735877208,0.155237846069563,0.0666666666666667,0
"Toxostoma curvirostre","bird","Passeriformes","Mimidae",12,"npp.sd",0.410029717196933,0.435646945837728,0.111111111111111,0
"Toxostoma longirostre","bird","Passeriformes","Mimidae",5,"npp.sd",-0.177915341157296,-0.179829056996753,0.5,0
"Toxostoma redivivum","bird","Passeriformes","Mimidae",13,"npp.sd",0.243999465481345,0.249022380203558,0.1,0
"Toxostoma rufum","bird","Passeriformes","Mimidae",39,"npp.sd",-0.153029725695695,-0.154241351174347,0.0277777777777778,0
"Tregellasia capito","bird","Passeriformes","Petroicidae",11,"npp.sd",-0.592172783794719,-0.681005649017667,0.125,0
"Tregellasia leucops","bird","Passeriformes","Petroicidae",8,"npp.sd",-0.174885730657523,-0.176702143153841,0.2,0
"Treron calvus","bird","Columbiformes","Columbidae",6,"npp.sd",0.0750080144159167,0.0751491612815629,0.333333333333333,0
"Tricholaema leucomelas","bird","Piciformes","Lybiidae",11,"npp.sd",-0.489934626398637,-0.535974311020541,0.125,0
"Trichothraupis melanops","bird","Passeriformes","Thraupidae",17,"npp.sd",0.0542728043724918,0.0543261862704393,0.0714285714285714,0
"Tringa flavipes","bird","Charadriiformes","Scolopacidae",22,"npp.sd",0.000837028837990161,0.000837029033469277,0.0526315789473684,0
"Tringa glareola","bird","Charadriiformes","Scolopacidae",8,"npp.sd",0.736091523691107,0.941894626230129,0.2,0
"Tringa melanoleuca","bird","Charadriiformes","Scolopacidae",17,"npp.sd",-0.277744622679313,-0.285236502328445,0.0714285714285714,0
"Tringa semipalmata","bird","Charadriiformes","Scolopacidae",17,"npp.sd",-0.0624984063119634,-0.0625799715393694,0.0714285714285714,NA
"Tringa solitaria","bird","Charadriiformes","Scolopacidae",17,"npp.sd",-0.220574005150874,-0.224259389185149,0.0714285714285714,0
"Tringa totanus","bird","Charadriiformes","Scolopacidae",8,"npp.sd",-0.232623647295577,-0.236961430359856,0.2,0
"Trochocercus cyanomelas","bird","Passeriformes","Monarchidae",6,"npp.sd",0.862422652959472,1.30272356894928,0.333333333333333,0
"Troglodytes aedon","bird","Passeriformes","Troglodytidae",129,"npp.sd",-0.0590518957388375,-0.0591206801870103,0.00793650793650794,0
"Troglodytes hiemalis","bird","Passeriformes","Troglodytidae",5,"npp.sd",-0.0706876874445173,-0.0708057779024491,0.5,NA
"Troglodytes musculus","bird","Passeriformes","Troglodytidae",7,"npp.sd",-0.682604712260812,-0.833975167077995,0.25,NA
"Troglodytes solstitialis","bird","Passeriformes","Troglodytidae",9,"npp.sd",0.149129111003461,0.150249619714883,0.166666666666667,0
"Troglodytes troglodytes","bird","Passeriformes","Troglodytidae",33,"npp.sd",0.211790882199324,0.215045589866045,0.0333333333333333,0
"Trogon collaris","bird","Trogoniformes","Trogonidae",8,"npp.sd",-0.880046493586615,-1.37597378249963,0.2,0
"Trogon melanurus","bird","Trogoniformes","Trogonidae",6,"npp.sd",0.2,0.202732554054082,0.333333333333333,0
"Trogon personatus","bird","Trogoniformes","Trogonidae",12,"npp.sd",-0.468281699178296,-0.507867122285164,0.111111111111111,0
"Trogon rufus","bird","Trogoniformes","Trogonidae",5,"npp.sd",0.845464037936749,1.24002960125599,0.5,0
"Trogon viridis","bird","Trogoniformes","Trogonidae",12,"npp.sd",0.319705429449862,0.331318967406929,0.111111111111111,0
"Tryngites subruficollis","bird","Charadriiformes","Scolopacidae",10,"npp.sd",-0.288279704352023,-0.296689026907129,0.142857142857143,0
"Turdus albicollis","bird","Passeriformes","Turdidae",23,"npp.sd",-0.187933522781826,-0.190194167898323,0.05,0
"Turdus amaurochalinus","bird","Passeriformes","Turdidae",13,"npp.sd",-0.247868777931235,-0.253140795676961,0.1,0
"Turdus assimilis","bird","Passeriformes","Turdidae",8,"npp.sd",0.507081142080632,0.558792734265143,0.2,0
"Turdus chiguanco","bird","Passeriformes","Turdidae",22,"npp.sd",-0.425948159969566,-0.454936270486253,0.0526315789473684,0
"Turdus fuscater","bird","Passeriformes","Turdidae",15,"npp.sd",0.129639457999955,0.130373127591936,0.0833333333333333,0
"Turdus grayi","bird","Passeriformes","Turdidae",12,"npp.sd",-0.305277041742997,-0.315328722434001,0.111111111111111,0
"Turdus ignobilis","bird","Passeriformes","Turdidae",8,"npp.sd",0.226851457848366,0.230867591405118,0.2,0
"Turdus leucomelas","bird","Passeriformes","Turdidae",15,"npp.sd",0.255068346731218,0.260826418018743,0.0833333333333333,0
"Turdus merula","bird","Passeriformes","Turdidae",22,"npp.sd",0.676496906321237,0.822626521770146,0.0526315789473684,0
"Turdus migratorius","bird","Passeriformes","Turdidae",177,"npp.sd",0.0691110158665351,0.0692213646745298,0.00574712643678161,0
"Turdus naumanni","bird","Passeriformes","Turdidae",5,"npp.sd",0.9,1.47221948958322,0.5,0
"Turdus nigriceps","bird","Passeriformes","Turdidae",7,"npp.sd",-0.555590835356067,-0.626432515405907,0.25,0
"Turdus nudigenis","bird","Passeriformes","Turdidae",6,"npp.sd",-0.729810620561703,-0.928322047580362,0.333333333333333,0
"Turdus pelios","bird","Passeriformes","Turdidae",7,"npp.sd",-0.336366246943332,-0.349989516440706,0.25,0
"Turdus philomelos","bird","Passeriformes","Turdidae",9,"npp.sd",-0.322451854587357,-0.334381072326115,0.166666666666667,0
"Turdus poliocephalus","bird","Passeriformes","Turdidae",7,"npp.sd",-0.711530448967705,-0.890276855295386,0.25,0
"Turdus rufiventris","bird","Passeriformes","Turdidae",14,"npp.sd",-0.115095332777279,-0.115607630967306,0.0909090909090909,0
"Turdus serranus","bird","Passeriformes","Turdidae",10,"npp.sd",0.323268001244369,0.33529219293271,0.142857142857143,0
"Turdus viscivorus","bird","Passeriformes","Turdidae",5,"npp.sd",0.169663655789097,0.171320330042111,0.5,0
"Turtur abyssinicus","bird","Columbiformes","Columbidae",6,"npp.sd",-0.839084025447452,-1.21807029141849,0.333333333333333,0
"Turtur afer","bird","Columbiformes","Columbidae",8,"npp.sd",-0.555765177686525,-0.626684738778536,0.2,0
"Turtur chalcospilos","bird","Columbiformes","Columbidae",11,"npp.sd",0.853254234636697,1.26799840817421,0.125,0
