"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","PelagicSpecialist"
"Ochthoeca frontalis","bird","Passeriformes","Tyrannidae",8,"tmax",-0.298589383777906,-0.307970195780361,0.2,0
"Ochthoeca fumicolor","bird","Passeriformes","Tyrannidae",13,"tmax",-0.0164740630229413,-0.0164755535904204,0.1,0
"Ochthoeca leucophrys","bird","Passeriformes","Tyrannidae",17,"tmax",0.41169069923869,0.437645255613304,0.0714285714285714,0
"Ochthoeca oenanthoides","bird","Passeriformes","Tyrannidae",9,"tmax",0.119119979743047,0.119688246132892,0.166666666666667,0
"Ochthoeca rufipectoralis","bird","Passeriformes","Tyrannidae",18,"tmax",0.258194651754237,0.26417314078186,0.0666666666666667,0
"Ocreatus underwoodii","bird","Apodiformes","Trochilidae",9,"tmax",-0.424336402610402,-0.452968922043754,0.166666666666667,0
"Oedistoma iliolophus","bird","Passeriformes","Melanocharitidae",17,"tmax",-0.415389128085892,-0.442106662381604,0.0714285714285714,NA
"Oena capensis","bird","Columbiformes","Columbidae",13,"tmax",-0.716407129430972,-0.900224425757931,0.1,0
"Oenanthe deserti","bird","Passeriformes","Muscicapidae",7,"tmax",-0.0453862748833717,-0.0454174773973799,0.25,0
"Oenanthe isabellina","bird","Passeriformes","Muscicapidae",12,"tmax",-0.218341501426748,-0.22191392261976,0.111111111111111,0
"Oenanthe oenanthe","bird","Passeriformes","Muscicapidae",17,"tmax",-0.470802382341907,-0.511100719367129,0.0714285714285714,0
"Oenanthe pleschanka","bird","Passeriformes","Muscicapidae",5,"tmax",0.477799215732636,0.520128542769385,0.5,0
"Onychorhynchus coronatus","bird","Passeriformes","Tyrannidae",9,"tmax",0.336149703790947,0.349745367507099,0.166666666666667,0
"Oporornis agilis","bird","Passeriformes","Parulidae",5,"tmax",-0.442992773652888,-0.475948168680724,0.5,0
"Oporornis formosus","bird","Passeriformes","Parulidae",21,"tmax",-0.282221765708852,-0.290094475621642,0.0555555555555556,0
"Oporornis philadelphia","bird","Passeriformes","Parulidae",26,"tmax",-0.0913777821191011,-0.0916333957074865,0.0434782608695652,0
"Oporornis tolmiei","bird","Passeriformes","Parulidae",48,"tmax",-0.0929105368679279,-0.0931792761384382,0.0222222222222222,0
"Oreomanes fraseri","bird","Passeriformes","Thraupidae",6,"tmax",0.356593551367151,0.372977728738681,0.333333333333333,0
"Oreortyx pictus","bird","Galliformes","Odontophoridae",15,"tmax",0.386321024632208,0.407468411218289,0.0833333333333333,0
"Oreoscoptes montanus","bird","Passeriformes","Mimidae",14,"tmax",0.298563129985829,0.307941372452562,0.0909090909090909,0
"Oreoscopus gutturalis","bird","Passeriformes","Acanthizidae",9,"tmax",0.613681842281218,0.714806216449451,0.166666666666667,0
"Oreotrochilus estella","bird","Apodiformes","Trochilidae",10,"tmax",-0.0324878624975748,-0.032499299634205,0.142857142857143,0
"Orochelidon murina","bird","Passeriformes","Hirundinidae",10,"tmax",0.107385438865574,0.10780109506656,0.142857142857143,NA
"Ortalis motmot","bird","Galliformes","Cracidae",5,"tmax",0.6,0.693147180559945,0.5,0
"Orthonyx spaldingii","bird","Passeriformes","Orthonychidae",5,"tmax",0.482758620689655,0.526574957295676,0.5,0
"Orthorhyncus cristatus","bird","Apodiformes","Trochilidae",7,"tmax",0.364599588112886,0.382180476238015,0.25,0
"Orthotomus sericeus","bird","Passeriformes","Cisticolidae",6,"tmax",-0.0431239551881202,-0.0431507172435174,0.333333333333333,0
"Ortygospiza atricollis","bird","Passeriformes","Estrildidae",5,"tmax",-0.200971430342031,-0.203744665838407,0.5,0
"Oryzoborus angolensis","bird","Passeriformes","Thraupidae",12,"tmax",-0.632714568569599,-0.745929999998872,0.111111111111111,0
"Otus asio","bird","Strigiformes","Strigidae",84,"tmax",-0.247989291577075,-0.253269202326458,0.0123456790123457,NA
"Otus bakkamoena","bird","Strigiformes","Strigidae",5,"tmax",-0.6,-0.693147180559945,0.5,0
"Otus choliba","bird","Strigiformes","Strigidae",7,"tmax",0.133010695881246,0.133803530627206,0.25,NA
"Otus flammeolus","bird","Strigiformes","Strigidae",14,"tmax",-0.191208791208791,-0.193591531635358,0.0909090909090909,0
"Otus megalotis","bird","Strigiformes","Strigidae",5,"tmax",0.844287301715992,1.23591778195225,0.5,0
"Oxyura jamaicensis","bird","Anseriformes","Anatidae",17,"tmax",-0.186414867401713,-0.188620375652062,0.0714285714285714,0
"Pachycephala hyperythra","bird","Passeriformes","Pachycephalidae",5,"tmax",0.0506080007317463,0.0506512724736604,0.5,0
"Pachycephala melanura","bird","Passeriformes","Pachycephalidae",5,"tmax",0.16770872590882,0.169308142589614,0.5,0
"Pachycephala pectoralis","bird","Passeriformes","Pachycephalidae",36,"tmax",0.571362512110532,0.649543409484075,0.0303030303030303,0
"Pachycephala philippinensis","bird","Passeriformes","Pachycephalidae",5,"tmax",0.71473459399977,0.896796797945033,0.5,0
"Pachycephala rufiventris","bird","Passeriformes","Pachycephalidae",8,"tmax",-0.450039436046342,-0.484749729282373,0.2,0
"Pachycephala schlegelii","bird","Passeriformes","Pachycephalidae",9,"tmax",-0.443820371559793,-0.476978300240075,0.166666666666667,0
"Pachycephala simplex","bird","Passeriformes","Pachycephalidae",8,"tmax",-0.77510466955033,-1.03298978648344,0.2,0
"Pachycephala soror","bird","Passeriformes","Pachycephalidae",8,"tmax",-0.621652272046739,-0.72769357074986,0.2,0
"Pachycephalopsis poliosoma","bird","Passeriformes","Petroicidae",5,"tmax",0.792624633617098,1.0784527926959,0.5,0
"Pachyramphus minor","bird","Passeriformes","Tityridae",5,"tmax",0.1,0.100335347731076,0.5,0
"Pachyramphus polychopterus","bird","Passeriformes","Tityridae",13,"tmax",-0.487942911649816,-0.533356864661296,0.1,0
"Pachyramphus viridis","bird","Passeriformes","Tityridae",7,"tmax",-0.677539332734081,-0.824551074486334,0.25,0
"Pandion haliaetus","bird","Accipitriformes","Pandionidae",17,"tmax",-0.0558183925895813,-0.0558764721940139,0.0714285714285714,0
"Parkesia motacilla","bird","Passeriformes","Parulidae",13,"tmax",0.14478328651183,0.14580786288247,0.1,NA
"Parkesia noveboracensis","bird","Passeriformes","Parulidae",44,"tmax",-0.0236968704327703,-0.0237013075212178,0.024390243902439,NA
"Paroaria capitata","bird","Passeriformes","Thraupidae",6,"tmax",-0.6,-0.693147180559945,0.333333333333333,0
"Paroaria coronata","bird","Passeriformes","Thraupidae",5,"tmax",-0.868317348650954,-1.32619930985124,0.5,0
"Parula pitiayumi","bird","Passeriformes","Parulidae",14,"tmax",-0.626316203298024,-0.735331380864677,0.0909090909090909,0
"Parus bicolor","bird","Passeriformes","Paridae",31,"tmax",-0.0293427461517536,-0.0293511718412514,0.0357142857142857,NA
"Parus carolinensis","bird","Passeriformes","Paridae",44,"tmax",-0.226723980629437,-0.230733202189861,0.024390243902439,0
"Parus elegans","bird","Passeriformes","Paridae",6,"tmax",-0.273145489578407,-0.280259773243497,0.333333333333333,0
"Parus gambeli","bird","Passeriformes","Paridae",46,"tmax",-0.203197193161932,-0.206065195739819,0.0232558139534884,0
"Parus hudsonicus","bird","Passeriformes","Paridae",10,"tmax",-0.601035746085485,-0.694767108203233,0.142857142857143,0
"Parus major","bird","Passeriformes","Paridae",30,"tmax",-0.453255820116608,-0.488790348451159,0.037037037037037,0
"Parus monticolus","bird","Passeriformes","Paridae",9,"tmax",0.194314467497998,0.19681706210041,0.166666666666667,0
"Parus spilonotus","bird","Passeriformes","Paridae",5,"tmax",-0.442963204526281,-0.475911380659059,0.5,0
"Passer domesticus","bird","Passeriformes","Passeridae",120,"tmax",-0.323074201439758,-0.335075792344755,0.00854700854700855,0
"Passer griseus","bird","Passeriformes","Passeridae",7,"tmax",-0.0106704555163334,-0.0106708605184515,0.25,0
"Passer montanus","bird","Passeriformes","Passeridae",27,"tmax",-0.249381170765808,-0.254752836180622,0.0416666666666667,0
"Passerculus sandwichensis","bird","Passeriformes","Passerellidae",52,"tmax",-0.159820860365039,-0.161202855442205,0.0204081632653061,0
"Passerella iliaca","bird","Passeriformes","Passerellidae",106,"tmax",-0.0706675513831237,-0.0707855407498827,0.00970873786407767,0
"Passerina amoena","bird","Passeriformes","Cardinalidae",28,"tmax",-0.2793234670601,-0.286948137954459,0.04,0
"Passerina caerulea","bird","Passeriformes","Cardinalidae",22,"tmax",0.14463480142108,0.145656201903227,0.0526315789473684,0
"Passerina ciris","bird","Passeriformes","Cardinalidae",31,"tmax",0.0522010196381775,0.0522485123057837,0.0357142857142857,0
"Passerina cyanea","bird","Passeriformes","Cardinalidae",80,"tmax",-0.0533547758388097,-0.0534054914089933,0.012987012987013,0
"Patagioenas fasciata","bird","Columbiformes","Columbidae",15,"tmax",-0.515577068677732,-0.570296599318013,0.0833333333333333,0
"Patagioenas plumbea","bird","Columbiformes","Columbidae",9,"tmax",-0.278536682235201,-0.286094975323135,0.166666666666667,0
"Patagioenas speciosa","bird","Columbiformes","Columbidae",5,"tmax",0.175395109360322,0.177227641080453,0.5,0
"Patagona gigas","bird","Apodiformes","Trochilidae",13,"tmax",-0.590140975943486,-0.677882349296657,0.1,0
"Peneothello cyanus","bird","Passeriformes","Petroicidae",15,"tmax",-0.383910957023477,-0.404638646661698,0.0833333333333333,0
"Percnostola rufifrons","bird","Passeriformes","Thamnophilidae",7,"tmax",-0.255734377280212,-0.261538925351969,0.25,0
"Perdix perdix","bird","Galliformes","Phasianidae",11,"tmax",-0.159549316996653,-0.160924206716807,0.125,0
"Periparus ater","bird","Passeriformes","Paridae",8,"tmax",0.753528599435643,0.981069707330839,0.2,NA
"Perisoreus canadensis","bird","Passeriformes","Corvidae",24,"tmax",-0.14836209760246,-0.14946525193496,0.0476190476190476,0
"Perissocephalus tricolor","bird","Passeriformes","Cotingidae",5,"tmax",0.165926395237203,0.167474792736774,0.5,0
"Petrochelidon fulva","bird","Passeriformes","Hirundinidae",8,"tmax",0.816339976237275,1.14574620082702,0.2,0
"Petrochelidon pyrrhonota","bird","Passeriformes","Hirundinidae",25,"tmax",-0.216786466209057,-0.220281623625056,0.0454545454545455,0
"Petroica multicolor","bird","Passeriformes","Petroicidae",6,"tmax",-0.733462893142352,-0.936181443749367,0.333333333333333,0
"Petronia dentata","bird","Passeriformes","Passeridae",5,"tmax",-0.99130574338511,-2.71694160327402,0.5,0
"Peucaea cassinii","bird","Passeriformes","Passerellidae",9,"tmax",0.0841567562776446,0.0843562809674475,0.166666666666667,NA
"Peucedramus taeniatus","bird","Passeriformes","Peucedramidae",6,"tmax",-0.873762483411889,-1.34876926344957,0.333333333333333,0
"Phacellodomus ruber","bird","Passeriformes","Furnariidae",6,"tmax",-0.589808448664828,-0.677372283222698,0.333333333333333,0
"Phacellodomus rufifrons","bird","Passeriformes","Furnariidae",5,"tmax",-0.620613276166037,-0.726001928882458,0.5,0
"Phaenicophilus palmarum","bird","Passeriformes","Phaenicophilidae",8,"tmax",-0.763904414957976,-1.00552415208786,0.2,0
"Phaeomyias murina","bird","Passeriformes","Tyrannidae",9,"tmax",-0.65429236987928,-0.782767603556745,0.166666666666667,0
"Phaethornis bourcieri","bird","Apodiformes","Trochilidae",14,"tmax",0.0266772933828209,0.0266836246339702,0.0909090909090909,0
"Phaethornis eurynome","bird","Apodiformes","Trochilidae",5,"tmax",-0.447213595499958,-0.481211825059603,0.5,0
"Phaethornis guy","bird","Apodiformes","Trochilidae",14,"tmax",0.0379853055780397,0.0380035908669018,0.0909090909090909,0
"Phaethornis longirostris","bird","Apodiformes","Trochilidae",6,"tmax",-0.413375580923644,-0.439675683720543,0.333333333333333,0
"Phaethornis malaris","bird","Apodiformes","Trochilidae",10,"tmax",0.277375284859293,0.284836335867079,0.142857142857143,0
"Phaethornis ruber","bird","Apodiformes","Trochilidae",7,"tmax",0.749149086181655,0.97101295919373,0.25,0
"Phaethornis superciliosus","bird","Apodiformes","Trochilidae",21,"tmax",-0.171992774532688,-0.173719462143237,0.0555555555555556,0
"Phaetusa simplex","bird","Charadriiformes","Laridae",5,"tmax",-0.714568043802162,-0.896456394869309,0.5,0
"Phainopepla nitens","bird","Passeriformes","Ptiliogonatidae",12,"tmax",0.777828885513164,1.03985015031378,0.111111111111111,0
"Phalacrocorax auritus","bird","Suliformes","Phalacrocoracidae",23,"tmax",-0.591428265733381,-0.679859834687043,0.05,0
"Phalaenoptilus nuttallii","bird","Caprimulgiformes","Caprimulgidae",55,"tmax",0.0581503286602897,0.0582160063145232,0.0192307692307692,0
"Phalaropus fulicarius","bird","Charadriiformes","Scolopacidae",18,"tmax",-0.417246495435123,-0.444353444335968,0.0666666666666667,0
"Phalaropus lobatus","bird","Charadriiformes","Scolopacidae",22,"tmax",0.158942063624358,0.160301153190698,0.0526315789473684,0
"Phapitreron leucotis","bird","Columbiformes","Columbidae",8,"tmax",-0.00984888137135666,-0.00984919983858026,0.2,0
"Phasianus colchicus","bird","Galliformes","Phasianidae",31,"tmax",-0.185067010019424,-0.187224355766104,0.0357142857142857,0
"Pheucticus aureoventris","bird","Passeriformes","Cardinalidae",10,"tmax",0.0974641999588477,0.0977745838669496,0.142857142857143,0
"Pheucticus chrysogaster","bird","Passeriformes","Cardinalidae",6,"tmax",-0.641640839398559,-0.760957903537464,0.333333333333333,0
"Pheucticus ludovicianus","bird","Passeriformes","Cardinalidae",72,"tmax",0.055209925800805,0.0552661244030025,0.0144927536231884,0
"Pheucticus melanocephalus","bird","Passeriformes","Cardinalidae",85,"tmax",-0.348494533200968,-0.363729150480349,0.0121951219512195,0
"Pheugopedius coraya","bird","Passeriformes","Troglodytidae",9,"tmax",0.62776904439387,0.737725580922867,0.166666666666667,NA
"Pheugopedius maculipectus","bird","Passeriformes","Troglodytidae",10,"tmax",0.335099934881457,0.348562337138006,0.142857142857143,NA
"Philohydor lictor","bird","Passeriformes","Tyrannidae",5,"tmax",0.0130853788258734,0.0130861257599385,0.5,NA
"Philydor erythrocercum","bird","Passeriformes","Furnariidae",8,"tmax",-0.00355925912462347,-0.00355927415468874,0.2,0
"Philydor lichtensteini","bird","Passeriformes","Furnariidae",7,"tmax",0.548000573788533,0.615519257213131,0.25,0
"Phlegopsis nigromaculata","bird","Passeriformes","Thamnophilidae",6,"tmax",0.219759307330878,0.22340318838133,0.333333333333333,0
"Phoeniculus purpureus","bird","Bucerotiformes","Phoeniculidae",9,"tmax",-0.563294005443834,-0.637645114341304,0.166666666666667,0
"Phoenicurus auroreus","bird","Passeriformes","Muscicapidae",9,"tmax",-0.32477146237607,-0.336972017245622,0.166666666666667,0
"Phoenicurus ochruros","bird","Passeriformes","Muscicapidae",5,"tmax",0.9999999,8.40562139102231,0.5,0
"Phoenicurus phoenicurus","bird","Passeriformes","Muscicapidae",8,"tmax",-0.399060146016562,-0.422530556464934,0.2,0
"Phrygilus plebejus","bird","Passeriformes","Thraupidae",9,"tmax",-0.761298295557345,-0.999295905088866,0.166666666666667,0
"Phrygilus punensis","bird","Passeriformes","Thraupidae",9,"tmax",0.146097137325936,0.147150106184621,0.166666666666667,0
"Phrygilus unicolor","bird","Passeriformes","Thraupidae",7,"tmax",-0.546965010512774,-0.614040435346056,0.25,0
"Phyllastrephus fischeri","bird","Passeriformes","Pycnonotidae",14,"tmax",-0.359254262877678,-0.376029389973706,0.0909090909090909,0
"Phyllastrephus icterinus","bird","Passeriformes","Pycnonotidae",7,"tmax",0.00165649146285187,0.00165649297797197,0.25,0
"Phyllastrephus strepitans","bird","Passeriformes","Pycnonotidae",7,"tmax",0.146103874596838,0.147156990401597,0.25,0
"Phyllastrephus terrestris","bird","Passeriformes","Pycnonotidae",11,"tmax",-0.040783101941761,-0.0408057355198573,0.125,0
"Phyllergates cucullatus","bird","Passeriformes","Scotocercidae",5,"tmax",-0.862907487446925,-1.30461886974347,0.5,NA
"Phyllomyias nigrocapillus","bird","Passeriformes","Tyrannidae",6,"tmax",-0.538409945313635,-0.601913744655587,0.333333333333333,0
"Phyllomyias uropygialis","bird","Passeriformes","Tyrannidae",6,"tmax",-0.281332742473586,-0.289128777385817,0.333333333333333,0
"Phylloscartes ventralis","bird","Passeriformes","Tyrannidae",13,"tmax",0.211013166926797,0.214231491839713,0.1,0
"Phylloscopus borealis","bird","Passeriformes","Phylloscopidae",25,"tmax",-0.0160724422488613,-0.0160738264260487,0.0454545454545455,0
"Phylloscopus collybita","bird","Passeriformes","Phylloscopidae",11,"tmax",0.370747052985508,0.38928892348633,0.125,0
"Phylloscopus fuscatus","bird","Passeriformes","Phylloscopidae",7,"tmax",-0.857776075188751,-1.28486632100089,0.25,0
"Phylloscopus humei","bird","Passeriformes","Phylloscopidae",7,"tmax",0.0398010036978634,0.0398220402167113,0.25,0
"Phylloscopus inornatus","bird","Passeriformes","Phylloscopidae",9,"tmax",-0.40244737938176,-0.426565884813687,0.166666666666667,0
"Phylloscopus maculipennis","bird","Passeriformes","Phylloscopidae",7,"tmax",-0.30134722811616,-0.311000733573505,0.25,0
"Phylloscopus proregulus","bird","Passeriformes","Phylloscopidae",6,"tmax",-0.234773083313835,-0.239235040505479,0.333333333333333,0
"Phylloscopus pulcher","bird","Passeriformes","Phylloscopidae",10,"tmax",0.343680851814053,0.358260427208769,0.142857142857143,0
"Phylloscopus reguloides","bird","Passeriformes","Phylloscopidae",8,"tmax",-0.152615301662122,-0.153817016926279,0.2,0
"Phylloscopus tenellipes","bird","Passeriformes","Phylloscopidae",6,"tmax",-0.00606379952319042,-0.00606387384612186,0.333333333333333,0
"Phylloscopus trivirgatus","bird","Passeriformes","Phylloscopidae",10,"tmax",0.0660714418460424,0.066167837996657,0.142857142857143,0
"Phylloscopus trochiloides","bird","Passeriformes","Phylloscopidae",11,"tmax",-0.408889525876726,-0.434277087693856,0.125,0
"Phylloscopus trochilus","bird","Passeriformes","Phylloscopidae",15,"tmax",-0.394727367254351,-0.417387625165791,0.0833333333333333,0
"Phytotoma rutila","bird","Passeriformes","Cotingidae",5,"tmax",-0.0647277871480368,-0.0648184114469224,0.5,0
"Piaya cayana","bird","Cuculiformes","Cuculidae",14,"tmax",-0.490884991238391,-0.537225617513346,0.0909090909090909,0
"Pica hudsonia","bird","Passeriformes","Corvidae",19,"tmax",-0.179305041079853,-0.181264551761096,0.0625,0
"Pica pica","bird","Passeriformes","Corvidae",13,"tmax",-0.115809363388366,-0.116331307674701,0.1,0
"Picoides albolarvatus","bird","Piciformes","Picidae",15,"tmax",0.174046929118641,0.17583700814569,0.0833333333333333,0
"Picoides arcticus","bird","Piciformes","Picidae",8,"tmax",2.42254376170585e-17,0,0.2,0
"Picoides fumigatus","bird","Piciformes","Picidae",8,"tmax",-0.11046507615536,-0.110917712707728,0.2,0
"Picoides nuttallii","bird","Piciformes","Picidae",15,"tmax",-0.149451108101814,-0.150578956931684,0.0833333333333333,0
"Picoides pubescens","bird","Piciformes","Picidae",109,"tmax",-0.107514905529835,-0.10793207395292,0.00943396226415094,0
"Picoides scalaris","bird","Piciformes","Picidae",17,"tmax",0.191984585119838,0.194396889717067,0.0714285714285714,0
"Picoides tridactylus","bird","Piciformes","Picidae",5,"tmax",-0.114340283870551,-0.114842512934665,0.5,0
"Picoides villosus","bird","Piciformes","Picidae",73,"tmax",-0.396756122236593,-0.419793107916333,0.0142857142857143,0
"Picumnus cirratus","bird","Piciformes","Picidae",16,"tmax",-0.119106987878745,-0.119675067286832,0.0769230769230769,0
"Picumnus exilis","bird","Piciformes","Picidae",5,"tmax",0.0601769690648683,0.0602497662709126,0.5,0
"Picus canus","bird","Piciformes","Picidae",6,"tmax",0.910657859617934,1.53136480875404,0.333333333333333,0
"Pinicola enucleator","bird","Passeriformes","Fringillidae",33,"tmax",-0.333735036823652,-0.347025574823769,0.0333333333333333,0
"Pionus tumultuosus","bird","Psittaciformes","Psittacidae",6,"tmax",-0.276382043118085,-0.28376062833849,0.333333333333333,0
"Pipilo chlorurus","bird","Passeriformes","Passerellidae",38,"tmax",0.0169274932252391,0.0169291103047177,0.0285714285714286,0
"Pipilo erythrophthalmus","bird","Passeriformes","Passerellidae",25,"tmax",-0.146300140119823,-0.147357542736855,0.0454545454545455,0
"Pipilo maculatus","bird","Passeriformes","Passerellidae",55,"tmax",-0.0728777587958961,-0.0730071935168311,0.0192307692307692,0
"Pipra coronata","bird","Passeriformes","Pipridae",6,"tmax",-0.581048983863121,-0.664044906535834,0.333333333333333,NA
"Pipra erythrocephala","bird","Passeriformes","Pipridae",21,"tmax",-0.308514189438233,-0.318902467430601,0.0555555555555556,0
"Pipra fasciicauda","bird","Passeriformes","Pipridae",14,"tmax",-0.348731169289694,-0.363998523752648,0.0909090909090909,0
"Pipraeidea bonariensis","bird","Passeriformes","Thraupidae",24,"tmax",-0.208653572322017,-0.211763217660466,0.0476190476190476,NA
"Pipraeidea melanonota","bird","Passeriformes","Thraupidae",5,"tmax",0.371147675429226,0.389753468196871,0.5,0
"Pipreola arcuata","bird","Passeriformes","Cotingidae",7,"tmax",-0.385860408177482,-0.40692710426222,0.25,0
"Pipreola riefferii","bird","Passeriformes","Cotingidae",7,"tmax",-0.380406490541327,-0.400534830013118,0.25,0
"Piprites chloris","bird","Passeriformes","Tyrannidae",6,"tmax",-0.146233333178637,-0.147289275284618,0.333333333333333,0
"Piranga flava","bird","Passeriformes","Cardinalidae",21,"tmax",0.512703860342007,0.566390968300942,0.0555555555555556,0
"Piranga ludoviciana","bird","Passeriformes","Cardinalidae",86,"tmax",0.0657029565695347,0.0657977461014429,0.0120481927710843,0
"Piranga olivacea","bird","Passeriformes","Cardinalidae",38,"tmax",0.0885161834675925,0.088748454522644,0.0285714285714286,0
"Piranga rubra","bird","Passeriformes","Cardinalidae",24,"tmax",0.167967398615351,0.169574313222079,0.0476190476190476,0
"Pitangus sulphuratus","bird","Passeriformes","Tyrannidae",20,"tmax",-0.0486120173184384,-0.0486503638472436,0.0588235294117647,0
"Pithys albifrons","bird","Passeriformes","Thamnophilidae",15,"tmax",-0.268857279885108,-0.275631657270837,0.0833333333333333,0
"Pitohui dichrous","bird","Passeriformes","Corvidae",5,"tmax",0.592356322911224,0.681288354966397,0.5,0
"Pitohui ferrugineus","bird","Passeriformes","Corvidae",9,"tmax",0.278598384603673,0.286161868601377,0.166666666666667,0
"Pitohui kirhocephalus","bird","Passeriformes","Corvidae",9,"tmax",-0.0394193604329255,-0.0394397972206401,0.166666666666667,0
"Pitohui nigrescens","bird","Passeriformes","Corvidae",6,"tmax",0.408739852626802,0.434097379994316,0.333333333333333,0
"Pitta erythrogaster","bird","Passeriformes","Pittidae",9,"tmax",0.351371929699631,0.367008064199414,0.166666666666667,0
"Pitta sordida","bird","Passeriformes","Pittidae",8,"tmax",-0.164895769319254,-0.166415174689306,0.2,0
"Platyrinchus cancrominus","bird","Passeriformes","Tyrannidae",5,"tmax",0.0692863920334205,0.0693975846643587,0.5,0
"Platyrinchus coronatus","bird","Passeriformes","Tyrannidae",9,"tmax",-0.472034596442727,-0.512685022018529,0.166666666666667,0
"Platyrinchus mystaceus","bird","Passeriformes","Tyrannidae",13,"tmax",-0.267138573529712,-0.27377995576752,0.1,0
"Platyrinchus saturatus","bird","Passeriformes","Tyrannidae",6,"tmax",0.153792632830846,0.155022646119712,0.333333333333333,0
"Platysteira cyanea","bird","Passeriformes","Platysteiridae",5,"tmax",-0.684098228138715,-0.836777103313259,0.5,0
"Plectrophenax nivalis","bird","Passeriformes","Calcariidae",7,"tmax",0.49150955224382,0.538048789108417,0.25,0
"Plegadis chihi","bird","Pelecaniformes","Threskiornithidae",9,"tmax",-0.310596837753925,-0.321205836376534,0.166666666666667,0
"Ploceus baglafecht","bird","Passeriformes","Ploceidae",12,"tmax",-0.653135384897102,-0.780747225697918,0.111111111111111,0
"Ploceus bicolor","bird","Passeriformes","Ploceidae",5,"tmax",-0.799022646673923,-1.0959032953293,0.5,0
"Ploceus cucullatus","bird","Passeriformes","Ploceidae",26,"tmax",0.513474434538908,0.567436893345847,0.0434782608695652,0
"Ploceus nigerrimus","bird","Passeriformes","Ploceidae",5,"tmax",0.193940559000667,0.196428510853156,0.5,0
"Ploceus nigricollis","bird","Passeriformes","Ploceidae",8,"tmax",0.0463921665473086,0.0464254918445939,0.2,0
"Ploceus ocularis","bird","Passeriformes","Ploceidae",12,"tmax",0.333983249497238,0.347304924334402,0.111111111111111,0
"Ploceus rubiginosus","bird","Passeriformes","Ploceidae",6,"tmax",-0.122920457999581,-0.123545218108135,0.333333333333333,0
"Ploceus subaureus","bird","Passeriformes","Ploceidae",7,"tmax",0.25479705782742,0.260536272347411,0.25,0
"Ploceus velatus","bird","Passeriformes","Ploceidae",23,"tmax",-0.274526357775928,-0.28175258165556,0.05,0
"Ploceus xanthops","bird","Passeriformes","Ploceidae",6,"tmax",0.00688128365852321,0.00688139227593915,0.333333333333333,0
"Pluvialis dominica","bird","Charadriiformes","Charadriidae",14,"tmax",-0.480650833457469,-0.523830298783936,0.0909090909090909,0
"Pluvialis squatarola","bird","Charadriiformes","Charadriidae",10,"tmax",0.210197327360368,0.213377786483034,0.142857142857143,0
"Podiceps auritus","bird","Podicipediformes","Podicipedidae",14,"tmax",-0.0129912209917523,-0.012991951916452,0.0909090909090909,0
"Podiceps grisegena","bird","Podicipediformes","Podicipedidae",6,"tmax",-0.297613939618167,-0.30689961474652,0.333333333333333,0
"Podiceps nigricollis","bird","Podicipediformes","Podicipedidae",23,"tmax",-0.664889586076582,-0.80152700711235,0.05,0
"Podilymbus podiceps","bird","Podicipediformes","Podicipedidae",17,"tmax",0.107707833764321,0.108127262511933,0.0714285714285714,0
"Poecile atricapillus","bird","Passeriformes","Paridae",108,"tmax",0.0206556523489243,0.0206585907203221,0.00952380952380952,NA
"Poecile lugubris","bird","Passeriformes","Paridae",5,"tmax",-0.864022039098753,-1.3089994991595,0.5,NA
"Poecile montanus","bird","Passeriformes","Paridae",8,"tmax",-0.329548384331006,-0.342321532174091,0.2,NA
"Poecile palustris","bird","Passeriformes","Paridae",7,"tmax",-0.550335846969127,-0.618862942190271,0.25,NA
"Poecile rufescens","bird","Passeriformes","Paridae",12,"tmax",0.103454023978138,0.103825492687824,0.111111111111111,NA
"Poecilodryas albispecularis","bird","Passeriformes","Petroicidae",22,"tmax",-0.16254056758867,-0.163995105044462,0.0526315789473684,NA
"Pogoniulus bilineatus","bird","Piciformes","Lybiidae",8,"tmax",-0.334521590796382,-0.347910976657651,0.2,0
"Pogoniulus chrysoconus","bird","Piciformes","Lybiidae",5,"tmax",-0.436001656946912,-0.467283294912824,0.5,0
"Pogoniulus scolopaceus","bird","Piciformes","Lybiidae",9,"tmax",-0.145126255072225,-0.146158192533127,0.166666666666667,0
"Polioptila caerulea","bird","Passeriformes","Polioptilidae",19,"tmax",0.0086934160951111,0.00869363510808369,0.0625,0
"Polioptila californica","bird","Passeriformes","Polioptilidae",15,"tmax",-0.307397609570674,-0.31766889972271,0.0833333333333333,0
"Polioptila dumicola","bird","Passeriformes","Polioptilidae",8,"tmax",-0.958346907612874,-1.92524018451036,0.2,0
"Polioptila melanura","bird","Passeriformes","Polioptilidae",32,"tmax",-0.242811612321835,-0.247759718903065,0.0344827586206897,0
"Polioptila plumbea","bird","Passeriformes","Polioptilidae",8,"tmax",-0.0291012026382338,-0.0291094218905186,0.2,0
"Polioxolmis rufipennis","bird","Passeriformes","Tyrannidae",6,"tmax",0.794397602545769,1.08324022642339,0.333333333333333,0
"Polyonymus caroli","bird","Apodiformes","Trochilidae",5,"tmax",-0.613343242004414,-0.714263241765756,0.5,0
"Polytmus guainumbi","bird","Apodiformes","Trochilidae",5,"tmax",-0.0339403312111435,-0.0339533727033834,0.5,0
"Pomatorhinus ruficollis","bird","Passeriformes","Pomatostomidae",8,"tmax",-0.397038747080109,-0.420128578655287,0.2,0
