"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","Species_ph","SPID"
"Neotoma bryanti","mammal","Rodentia","Cricetidae",8,"tmin",-0.031620845785985,-0.031631391107965,0.2,"Neotoma_bryanti","SP300"
"Neotoma cinerea","mammal","Rodentia","Cricetidae",108,"tmin",0.0449446705666368,0.0449749703945422,0.00952380952380952,"Neotoma_cinerea","SP301"
"Neotoma floridana","mammal","Rodentia","Cricetidae",21,"tmin",0.0121825455231397,0.0121831482652713,0.0555555555555556,"Neotoma_floridana","SP302"
"Neotoma fuscipes","mammal","Rodentia","Cricetidae",53,"tmin",0.143377933690152,0.144372717298483,0.02,"Neotoma_fuscipes","SP303"
"Neotoma lepida","mammal","Rodentia","Cricetidae",138,"tmin",0.265927339777044,0.272476095835762,0.00740740740740741,"Neotoma_lepida","SP304"
"Neotoma leucodon","mammal","Rodentia","Cricetidae",25,"tmin",0.365286820540295,0.382973299761095,0.0454545454545455,"Neotoma_leucodon","SP305"
"Neotoma macrotis","mammal","Rodentia","Cricetidae",53,"tmin",0.177136519910921,0.179024892080391,0.02,"Neotoma_macrotis","SP306"
"Neotoma mexicana","mammal","Rodentia","Cricetidae",95,"tmin",0.0658476159487424,0.0659430340529997,0.0108695652173913,"Neotoma_mexicana","SP307"
"Neotoma micropus","mammal","Rodentia","Cricetidae",15,"tmin",0.0595519663604774,0.0596225156335185,0.0833333333333333,"Neotoma_micropus","SP308"
"Neotoma stephensi","mammal","Rodentia","Cricetidae",15,"tmin",0.339574794542995,0.353611823405681,0.0833333333333333,"Neotoma_stephensi","SP309"
"Neovison vison","mammal","Carnivora","Mustelidae",107,"tmin",0.278997300443643,0.286594404718865,0.00961538461538462,"Neovison_vison","SP310"
"Neurotrichus gibbsii","mammal","Eulipotyphla","Talpidae",129,"tmin",-0.161123347752085,-0.162539770329467,0.00793650793650794,"Neurotrichus_gibbsii","SP311"
"Noctilio albiventris","mammal","Chiroptera","Noctilionidae",11,"tmin",-0.328195897246067,-0.34080502393909,0.125,"Noctilio_albiventris","SP312"
"Noctilio leporinus","mammal","Chiroptera","Noctilionidae",23,"tmin",0.303581518602565,0.31346001182072,0.05,"Noctilio_leporinus","SP313"
"Notiosorex crawfordi","mammal","Passeriformes","Malaconotidae",60,"tmin",0.388673213250268,0.410236196021244,0.0175438596491228,"Notiosorex_crawfordi","SP314"
"Nycteris thebaica","mammal","Chiroptera","Nycteridae",6,"tmin",0.0972517296414521,0.0975600803615146,0.333333333333333,"Nycteris_thebaica","SP315"
"Nycticeius humeralis","mammal","Chiroptera","Vespertilionidae",8,"tmin",-0.158249311475404,-0.159590526917602,0.2,"Nycticeius_humeralis","SP316"
"Nyctimene albiventer","mammal","Chiroptera","Pteropodidae",5,"tmin",-0.300162045039363,-0.309697685190164,0.5,"Nyctimene_albiventer","SP317"
"Nyctinomops femorosaccus","mammal","Chiroptera","Molossidae",7,"tmin",0.277680242874317,0.28516674234048,0.25,"Nyctinomops_femorosaccus","SP318"
"Nyctinomops macrotis","mammal","Chiroptera","Molossidae",16,"tmin",0.655982715578871,0.785728997958481,0.0769230769230769,"Nyctinomops_macrotis","SP319"
"Nyctomys sumichrasti","mammal","Rodentia","Cricetidae",8,"tmin",0.170580900062869,0.172264912096007,0.2,"Nyctomys_sumichrasti","SP320"
"Ochotona collaris","mammal","Lagomorpha","Ochotonidae",65,"tmin",0.0479470493352326,0.047983842235132,0.0161290322580645,"Ochotona_collaris","SP321"
"Ochotona dauurica","mammal","Lagomorpha","Ochotonidae",8,"tmin",-0.613285082550759,-0.714170014465849,0.2,"Ochotona_dauurica","SP322"
"Ochotona hyperborea","mammal","Lagomorpha","Ochotonidae",23,"tmin",-0.161720623698323,-0.16315302593238,0.05,"Ochotona_hyperborea","SP323"
"Ochotona pallasi","mammal","Lagomorpha","Ochotonidae",24,"tmin",-0.206705046591883,-0.209726861721795,0.0476190476190476,"Ochotona_pallasi","SP324"
"Ochotona princeps","mammal","Lagomorpha","Ochotonidae",148,"tmin",-0.0877509457550904,-0.0879772262361696,0.00689655172413793,"Ochotona_princeps","SP325"
"Ochrotomys nuttalli","mammal","Rodentia","Cricetidae",5,"tmin",0.208121347544834,0.211206831618354,0.5,"Ochrotomys_nuttalli","SP326"
"Octodon degus","mammal","Rodentia","Octodontidae",7,"tmin",0.769788525160346,1.01980849940608,0.25,"Octodon_degus","SP327"
"Odocoileus hemionus","mammal","Artiodactyla","Cervidae",13,"tmin",-0.139986964253689,-0.140912279740377,0.1,"Odocoileus_hemionus","SP328"
"Odocoileus virginianus","mammal","Artiodactyla","Cervidae",14,"tmin",-0.012536564592892,-0.0125372214264447,0.0909090909090909,"Odocoileus_virginianus","SP329"
"Oecomys bicolor","mammal","Rodentia","Cricetidae",8,"tmin",0.730474977578009,0.929744984853131,0.2,"Oecomys_bicolor","SP330"
"Oligoryzomys fulvescens","mammal","Rodentia","Cricetidae",22,"tmin",0.164846959852878,0.166365001383684,0.0526315789473684,"Oligoryzomys_fulvescens","SP331"
"Oligoryzomys longicaudatus","mammal","Rodentia","Cricetidae",53,"tmin",-0.263279948127568,-0.269629389636801,0.02,"Oligoryzomys_longicaudatus","SP332"
"Oligoryzomys microtis","mammal","Rodentia","Cricetidae",16,"tmin",0.301420449618059,0.311081270415467,0.0769230769230769,"Oligoryzomys_microtis","SP333"
"Ondatra zibethicus","mammal","Rodentia","Cricetidae",34,"tmin",0.206759998039654,0.209784266556692,0.032258064516129,"Ondatra_zibethicus","SP334"
"Onychomys arenicola","mammal","Rodentia","Cricetidae",25,"tmin",0.457661395434578,0.494349054239714,0.0454545454545455,"Onychomys_arenicola","SP335"
"Onychomys leucogaster","mammal","Rodentia","Cricetidae",109,"tmin",0.230738363129822,0.23496921092404,0.00943396226415094,"Onychomys_leucogaster","SP336"
"Onychomys torridus","mammal","Rodentia","Cricetidae",115,"tmin",0.305106010970772,0.315140125379189,0.00892857142857143,"Onychomys_torridus","SP337"
"Oryctolagus cuniculus","mammal","Lagomorpha","Leporidae",5,"tmin",-0.880635216073679,-1.3785903320907,0.5,"Oryctolagus_cuniculus","SP338"
"Oryzomys alfaroi","mammal","Rodentia","Cricetidae",10,"tmin",0.00498700740616676,0.00498704874947889,0.142857142857143,"Oryzomys_alfaroi","SP339"
"Oryzomys bolivaris","mammal","Rodentia","Cricetidae",6,"tmin",-0.0426438577938572,-0.0426697352999955,0.333333333333333,"Oryzomys_bolivaris","SP340"
"Oryzomys couesi","mammal","Rodentia","Cricetidae",13,"tmin",0.223165197308446,0.226984741713912,0.1,"Oryzomys_couesi","SP341"
"Oryzomys melanotis","mammal","Rodentia","Cricetidae",6,"tmin",-0.178830518682196,-0.180774309606056,0.333333333333333,"Oryzomys_melanotis","SP342"
"Oryzomys palustris","mammal","Rodentia","Cricetidae",18,"tmin",0.163815151813307,0.165304556240978,0.0666666666666667,"Oryzomys_palustris","SP343"
"Oryzomys saturatior","mammal","Rodentia","Cricetidae",5,"tmin",-0.0915788240170857,-0.0918361341784551,0.5,"Oryzomys_saturatior","SP344"
"Ototylomys phyllotis","mammal","Rodentia","Cricetidae",10,"tmin",0.0244904408909156,0.0244953389597496,0.142857142857143,"Ototylomys_phyllotis","SP345"
"Ovis dalli","mammal","Artiodactyla","Bovidae",6,"tmin",-0.251383326968439,-0.256888906233298,0.333333333333333,"Ovis_dalli","SP346"
"Paramelomys rubex","mammal","Rodentia","Muridae",5,"tmin",0.774246571500344,1.03084388285173,0.5,"Paramelomys_rubex","SP347"
"Parascalops breweri","mammal","Soricomorpha","Talpidae",5,"tmin",-0.9,-1.47221948958322,0.5,"Parascalops_breweri","SP348"
"Perognathus amplus","mammal","Rodentia","Heteromyidae",23,"tmin",0.349239016268605,0.364576799270232,0.05,"Perognathus_amplus","SP349"
"Perognathus fasciatus","mammal","Rodentia","Heteromyidae",9,"tmin",-0.0859658305022106,-0.0861785405233418,0.166666666666667,"Perognathus_fasciatus","SP350"
"Perognathus flavescens","mammal","Rodentia","Heteromyidae",19,"tmin",-0.00729960688006819,-0.00729973653559841,0.0625,"Perognathus_flavescens","SP351"
"Perognathus flavus","mammal","Rodentia","Heteromyidae",102,"tmin",-0.334143672135736,-0.347485498793443,0.0101010101010101,"Perognathus_flavus","SP352"
"Perognathus inornatus","mammal","Rodentia","Heteromyidae",13,"tmin",-0.0321367159011574,-0.0321477860244131,0.1,"Perognathus_inornatus","SP353"
"Perognathus longimembris","mammal","Rodentia","Heteromyidae",61,"tmin",0.0931513894233086,0.093422231414666,0.0172413793103448,"Perognathus_longimembris","SP354"
"Perognathus merriami","mammal","Rodentia","Heteromyidae",9,"tmin",-0.351121138051428,-0.366721976760712,0.166666666666667,"Perognathus_merriami","SP355"
"Perognathus parvus","mammal","Rodentia","Heteromyidae",93,"tmin",0.107881348031231,0.108302816661258,0.0111111111111111,"Perognathus_parvus","SP356"
"Peromyscus attwateri","mammal","Rodentia","Cricetidae",5,"tmin",-0.61018994245434,-0.709223919574304,0.5,"Peromyscus_attwateri","SP357"
"Peromyscus aztecus","mammal","Rodentia","Cricetidae",19,"tmin",0.273539636383451,0.280685747192151,0.0625,"Peromyscus_aztecus","SP358"
"Peromyscus boylii","mammal","Rodentia","Cricetidae",224,"tmin",-0.0255015534962526,-0.0255070837895424,0.00452488687782805,"Peromyscus_boylii","SP359"
"Peromyscus californicus","mammal","Rodentia","Cricetidae",40,"tmin",-0.488433227866855,-0.534000601050557,0.027027027027027,"Peromyscus_californicus","SP360"
"Peromyscus crinitus","mammal","Rodentia","Cricetidae",85,"tmin",-0.342564704916264,-0.356995336930931,0.0121951219512195,"Peromyscus_crinitus","SP361"
"Peromyscus difficilis","mammal","Rodentia","Cricetidae",9,"tmin",0.966184581423693,2.03146665685797,0.166666666666667,"Peromyscus_difficilis","SP362"
"Peromyscus eremicus","mammal","Rodentia","Cricetidae",235,"tmin",-0.224968304844306,-0.228883161777719,0.00431034482758621,"Peromyscus_eremicus","SP363"
"Peromyscus eva","mammal","Rodentia","Cricetidae",20,"tmin",-0.0035684881603482,-0.00356850330763483,0.0588235294117647,"Peromyscus_eva","SP364"
"Peromyscus fraterculus","mammal","Rodentia","Cricetidae",10,"tmin",0.566486028013485,0.642333082381874,0.142857142857143,"Peromyscus_fraterculus","SP365"
"Peromyscus gossypinus","mammal","Rodentia","Cricetidae",12,"tmin",-0.0397003794180628,-0.0397212566870083,0.111111111111111,"Peromyscus_gossypinus","SP366"
"Peromyscus grandis","mammal","Rodentia","Cricetidae",7,"tmin",0.0843427291455277,0.0845435833115103,0.25,"Peromyscus_grandis","SP367"
"Peromyscus guatemalensis","mammal","Rodentia","Cricetidae",13,"tmin",-0.58211589221235,-0.665657131214824,0.1,"Peromyscus_guatemalensis","SP368"
"Peromyscus keeni","mammal","Rodentia","Cricetidae",480,"tmin",0.1495036416538,0.150632691092123,0.00209643605870021,"Peromyscus_keeni","SP369"
"Peromyscus leucopus","mammal","Rodentia","Cricetidae",217,"tmin",0.29415147090865,0.30310492905432,0.00467289719626168,"Peromyscus_leucopus","SP370"
"Peromyscus levipes","mammal","Rodentia","Cricetidae",5,"tmin",0.000565850672693342,0.000565850733085985,0.5,"Peromyscus_levipes","SP371"
"Peromyscus maniculatus","mammal","Rodentia","Cricetidae",1338,"tmin",0.0290755051416355,0.0290837026320228,0.000749063670411985,"Peromyscus_maniculatus","SP372"
"Peromyscus melanophrys","mammal","Rodentia","Cricetidae",11,"tmin",-0.115524999196301,-0.116043087411422,0.125,"Peromyscus_melanophrys","SP373"
"Peromyscus melanotis","mammal","Rodentia","Cricetidae",5,"tmin",-0.160559541027901,-0.161960990573258,0.5,"Peromyscus_melanotis","SP374"
"Peromyscus merriami","mammal","Rodentia","Cricetidae",10,"tmin",-0.462452234560737,-0.50042614822813,0.142857142857143,"Peromyscus_merriami","SP375"
"Peromyscus mexicanus","mammal","Rodentia","Cricetidae",25,"tmin",-0.0377513560003644,-0.0377693053202233,0.0454545454545455,"Peromyscus_mexicanus","SP376"
"Peromyscus nasutus","mammal","Rodentia","Cricetidae",23,"tmin",0.47684102487797,0.518887628667097,0.05,"Peromyscus_nasutus","SP377"
"Peromyscus pectoralis","mammal","Rodentia","Cricetidae",9,"tmin",0.0366810463509959,0.0366975110840468,0.166666666666667,"Peromyscus_pectoralis","SP378"
"Peromyscus truei","mammal","Rodentia","Cricetidae",227,"tmin",0.316313636419564,0.327545564674957,0.00446428571428571,"Peromyscus_truei","SP379"
"Peromyscus zarhynchus","mammal","Rodentia","Cricetidae",5,"tmin",0.670275235797801,0.811242722554417,0.5,"Peromyscus_zarhynchus","SP380"
"Petaurus breviceps","mammal","Diprotodontia","Petauridae",5,"tmin",-0.5,-0.549306144334055,0.5,"Petaurus_breviceps","SP381"
"Petromyscus collinus","mammal","Rodentia","Muridae",10,"tmin",0.0986549075996155,0.0989768522788999,0.142857142857143,"Petromyscus_collinus","SP382"
"Phenacomys intermedius","mammal","Rodentia","Cricetidae",69,"tmin",0.223983064774744,0.227845641659618,0.0151515151515152,"Phenacomys_intermedius","SP383"
"Phenacomys ungava","mammal","Rodentia","Cricetidae",5,"tmin",-0.951883611626645,-1.85146365314984,0.5,"Phenacomys_ungava","SP384"
"Philander opossum","mammal","Didelphimorphia","Didelphidae",14,"tmin",0.792757372407235,1.07880996212442,0.0909090909090909,"Philander_opossum","SP385"
"Phoca largha","mammal","Carnivora","Phocidae",10,"tmin",0.841583940632643,1.22657822922965,0.142857142857143,"Phoca_largha","SP386"
"Phoca vitulina","mammal","Carnivora","Phocidae",163,"tmin",-0.0327337717554686,-0.032745470687741,0.00625,"Phoca_vitulina","SP387"
"Phocoena phocoena","mammal","Cetacea","Phocoenidae",17,"tmin",0.0370557879192071,0.0370727627287974,0.0714285714285714,"Phocoena_phocoena","SP388"
"Phocoenoides dalli","mammal","Cetacea","Phocoenidae",5,"tmin",0.1,0.100335347731076,0.5,"Phocoenoides_dalli","SP389"
"Phodopus campbelli","mammal","Rodentia","Cricetidae",17,"tmin",-0.509832755097301,-0.562503758231793,0.0714285714285714,"Phodopus_campbelli","SP390"
"Phodopus roborovskii","mammal","Rodentia","Cricetidae",11,"tmin",0.20918411874123,0.212317977755547,0.125,"Phodopus_roborovskii","SP391"
"Phyllostomus discolor","mammal","Chiroptera","Phyllostomidae",15,"tmin",-0.390017368143148,-0.411820518358747,0.0833333333333333,"Phyllostomus_discolor","SP392"
"Phyllostomus elongatus","mammal","Chiroptera","Phyllostomidae",8,"tmin",0.24372821047746,0.248733973791736,0.2,"Phyllostomus_elongatus","SP393"
"Phyllostomus hastatus","mammal","Chiroptera","Phyllostomidae",15,"tmin",-0.590237324932661,-0.678030197117013,0.0833333333333333,"Phyllostomus_hastatus","SP394"
"Phyllotis darwini","mammal","Rodentia","Cricetidae",9,"tmin",-0.568194016124805,-0.644851776032971,0.166666666666667,"Phyllotis_darwini","SP395"
"Phyllotis xanthopygus","mammal","Rodentia","Cricetidae",9,"tmin",-0.274747160390163,-0.281991397002041,0.166666666666667,"Phyllotis_xanthopygus","SP396"
"Pipistrellus javanicus","mammal","Chiroptera","Vespertilionidae",6,"tmin",0.106567678780532,0.106973868161706,0.333333333333333,"Pipistrellus_javanicus","SP397"
"Platyrrhinus helleri","mammal","Chiroptera","Phyllostomidae",18,"tmin",-0.149051245865893,-0.150169984454149,0.0666666666666667,"Platyrrhinus_helleri","SP398"
"Platyrrhinus lineatus","mammal","Chiroptera","Phyllostomidae",15,"tmin",-0.325008088497288,-0.337236567543078,0.0833333333333333,"Platyrrhinus_lineatus","SP399"
"Procavia capensis","mammal","Hyracoidea","Procaviidae",5,"tmin",-0.00507599256054795,-0.00507603615672317,0.5,"Procavia_capensis","SP400"
"Procyon lotor","mammal","Carnivora","Procyonidae",79,"tmin",-0.0479272701117172,-0.0479640174548402,0.0131578947368421,"Procyon_lotor","SP401"
"Proechimys semispinosus","mammal","Rodentia","Echimyidae",18,"tmin",-0.449865085226424,-0.484531119340227,0.0666666666666667,"Proechimys_semispinosus","SP402"
"Proechimys simonsi","mammal","Rodentia","Echimyidae",6,"tmin",0.451744300698376,0.486889647871348,0.333333333333333,"Proechimys_simonsi","SP403"
"Ptenochirus jagori","mammal","Chiroptera","Pteropodidae",15,"tmin",-0.365503400592659,-0.383223251809563,0.0833333333333333,"Ptenochirus_jagori","SP404"
"Pteronotus davyi","mammal","Chiroptera","Mormoopidae",18,"tmin",0.214543030141824,0.2179287512648,0.0666666666666667,"Pteronotus_davyi","SP405"
"Pteronotus parnellii","mammal","Chiroptera","Mormoopidae",35,"tmin",0.213656442381267,0.216999571019917,0.03125,"Pteronotus_parnellii","SP406"
"Pteropus alecto","mammal","Chiroptera","Pteropodidae",5,"tmin",-0.130259630674879,-0.131003952963386,0.5,"Pteropus_alecto","SP407"
"Puma concolor","mammal","Carnivora","Felidae",45,"tmin",0.169118603584326,0.170759176442465,0.0238095238095238,"Puma_concolor","SP408"
"Pusa hispida","mammal","Carnivora","Phocidae",22,"tmin",-0.0805999597282531,-0.0807751784838417,0.0526315789473684,"Pusa_hispida","SP409"
"Pygoderma bilabiatum","mammal","Chiroptera","Phyllostomidae",16,"tmin",-0.209459937508712,-0.21260643550679,0.0769230769230769,"Pygoderma_bilabiatum","SP410"
"Rattus argentiventer","mammal","Rodentia","Muridae",5,"tmin",0.78297122317127,1.05300326065724,0.5,"Rattus_argentiventer","SP411"
"Rattus everetti","mammal","Rodentia","Muridae",12,"tmin",-0.110285820351643,-0.110736246143609,0.111111111111111,"Rattus_everetti","SP412"
"Rattus exulans","mammal","Rodentia","Muridae",21,"tmin",0.216015580164044,0.219472863792105,0.0555555555555556,"Rattus_exulans","SP413"
"Rattus leucopus","mammal","Rodentia","Muridae",6,"tmin",-0.391063892974574,-0.413055388179144,0.333333333333333,"Rattus_leucopus","SP414"
"Rattus niobe","mammal","Rodentia","Muridae",5,"tmin",0.90061706450598,1.47547672970317,0.5,"Rattus_niobe","SP415"
"Rattus norvegicus","mammal","Rodentia","Muridae",67,"tmin",-0.266380661007398,-0.272963977623655,0.015625,"Rattus_norvegicus","SP416"
"Rattus rattus","mammal","Rodentia","Muridae",114,"tmin",-0.224437886030229,-0.228324537163614,0.00900900900900901,"Rattus_rattus","SP417"
"Rattus tanezumi","mammal","Rodentia","Muridae",17,"tmin",0.534388800488681,0.596268227544882,0.0714285714285714,"Rattus_tanezumi","SP418"
"Rattus tiomanicus","mammal","Rodentia","Muridae",6,"tmin",-0.918142342568152,-1.5770653064288,0.333333333333333,"Rattus_tiomanicus","SP419"
"Reithrodontomys fulvescens","mammal","Rodentia","Cricetidae",39,"tmin",0.0187649644343594,0.0187671674305735,0.0277777777777778,"Reithrodontomys_fulvescens","SP420"
"Reithrodontomys megalotis","mammal","Rodentia","Cricetidae",261,"tmin",-0.344879346475004,-0.35962008013119,0.00387596899224806,"Reithrodontomys_megalotis","SP421"
"Reithrodontomys mexicanus","mammal","Rodentia","Cricetidae",9,"tmin",0.0780488508279819,0.0782079140003439,0.166666666666667,"Reithrodontomys_mexicanus","SP422"
"Reithrodontomys microdon","mammal","Rodentia","Cricetidae",6,"tmin",0.819425517921703,1.15506637249862,0.333333333333333,"Reithrodontomys_microdon","SP423"
"Reithrodontomys montanus","mammal","Rodentia","Cricetidae",23,"tmin",-0.16804736323572,-0.169656600523365,0.05,"Reithrodontomys_montanus","SP424"
"Reithrodontomys sumichrasti","mammal","Rodentia","Cricetidae",9,"tmin",0.202931795842513,0.205788384035574,0.166666666666667,"Reithrodontomys_sumichrasti","SP425"
"Rhabdomys pumilio","mammal","Rodentia","Muridae",9,"tmin",0.0359813212675172,0.0359968611454981,0.166666666666667,"Rhabdomys_pumilio","SP426"
"Rhinolophus arcuatus","mammal","Chiroptera","Rhinolophidae",17,"tmin",-0.163192841763461,-0.164665152635518,0.0714285714285714,"Rhinolophus_arcuatus","SP427"
